corp_id,corp_name,in_stlmt_tot,res_nrl,public_xfr_in,public_xfr_out,net_pub_xfr,xfr_ch_schlsp_out,net_xfr,xfr_out_tot,xfr_out_tot_rate,xfr_in_rate,pr_xfr_out_rate,net_xfr_rate,yr
8375,Northeastern Wayne Schools,925,821,468,86,382,18,364,104,11,51,2,39,2023-08-01
8385,Richmond Community Schools,5545,4226,65,1027,-962,292,-1254,1319,24,1,5,-23,2023-08-01
8425,Southern Wells Com Schools,696,588,293,108,185,0,185,108,16,42,0,27,2023-08-01
8435,Northern Wells Community Schools,2339,1991,434,322,112,26,86,348,15,19,1,4,2023-08-01
8445,MSD Bluffton-Harrison,1546,1367,337,177,160,2,158,179,12,22,0,10,2023-08-01
8515,North White School Corp,1022,873,14,147,-133,2,-135,149,15,1,0,-13,2023-08-01
8525,Frontier School Corporation,701,584,65,108,-43,9,-52,117,17,9,1,-7,2023-08-01
8535,Tri-County School Corporation,743,676,60,65,-5,2,-7,67,9,8,0,-1,2023-08-01
8565,Twin Lakes School Corp,2212,2083,144,110,34,19,15,129,6,7,1,1,2023-08-01
8625,Smith-Green Community Schools,1055,928,202,98,104,29,75,127,12,19,3,7,2023-08-01
8665,Whitley County Con Schools,3580,3272,308,234,74,74,0,308,9,9,2,0,2023-08-01
0015,Adams Central Community Schools,1018,937,308,68,240,13,227,81,8,30,1,22,2022-08-01
0025,North Adams Community Schools,1976,1455,102,335,-233,186,-419,521,26,5,9,-21,2022-08-01
0035,South Adams Schools,1236,1152,76,82,-6,2,-8,84,7,6,0,-1,2022-08-01
0125,MSD Southwest Allen County Schls,8207,7639,108,189,-81,379,-460,568,7,1,5,-6,2022-08-01
0225,Northwest Allen County Schools,8541,7842,73,311,-238,388,-626,699,8,1,5,-7,2022-08-01
0235,Fort Wayne Community Schools,34888,27543,7,2583,-2576,4762,-7338,7345,21,0,14,-21,2022-08-01
0255,East Allen County Schools,10707,8971,923,456,467,1280,-813,1736,16,9,12,-8,2022-08-01
0365,Bartholomew Con School Corp,11941,10937,335,413,-78,591,-669,1004,8,3,5,-6,2022-08-01
0370,Flat Rock-Hawcreek School Corp,884,780,189,90,99,14,85,104,12,21,2,10,2022-08-01
0395,Benton Community School Corp,1751,1541,59,130,-71,80,-151,210,12,3,5,-9,2022-08-01
0515,Blackford County Schools,1730,1465,33,263,-230,2,-232,265,15,2,0,-13,2022-08-01
0615,Western Boone Co Com Sch Dist,1460,1356,248,95,153,9,144,104,7,17,1,10,2022-08-01
0630,Zionsville Community Schools,7636,7466,66,109,-43,61,-104,170,2,1,1,-1,2022-08-01
0665,Lebanon Community School Corp,3599,3180,77,348,-271,71,-342,419,12,2,2,-10,2022-08-01
0670,Brown County School Corporation,1801,1518,51,264,-213,19,-232,283,16,3,1,-13,2022-08-01
0750,Carroll Consolidated School Corp,1101,960,85,129,-44,12,-56,141,13,8,1,-5,2022-08-01
0755,Delphi Community School Corp,1392,1270,107,108,-1,14,-15,122,9,8,1,-1,2022-08-01
0775,Pioneer Regional School Corp,983,896,29,87,-58,0,-58,87,9,3,0,-6,2022-08-01
0815,Lewis Cass Schools,1332,1110,242,220,22,2,20,222,17,18,0,2,2022-08-01
0875,Logansport Community Sch Corp,4287,4028,170,254,-84,5,-89,259,6,4,0,-2,2022-08-01
0935,Borden-Henryville School Corp,2041,1452,231,489,-258,100,-358,589,29,11,5,-18,2022-08-01
0945,Silver Creek School Corporation,2956,2310,587,548,39,98,-59,646,22,20,3,-2,2022-08-01
1000,Clarksville Community School Corp,1369,939,2450,372,2078,58,2020,430,31,179,4,148,2022-08-01
1010,Greater Clark County Schools,11610,9584,419,1637,-1218,389,-1607,2026,17,4,3,-14,2022-08-01
1125,Clay Community Schools,3911,3669,225,238,-13,4,-17,242,6,6,0,-0,2022-08-01
1150,Clinton Central School Corporation,824,683,145,129,16,12,4,141,17,18,1,0,2022-08-01
1160,Clinton Prairie School Corporation,1044,901,267,116,151,27,124,143,14,26,3,12,2022-08-01
1170,Community Schools of Frankfort,3379,2878,88,482,-394,19,-413,501,15,3,1,-12,2022-08-01
1180,Rossville Con School District,816,764,168,31,137,21,116,52,6,21,3,14,2022-08-01
1300,Crawford County Community Sch Corp,1522,1273,42,245,-203,4,-207,249,16,3,0,-14,2022-08-01
1315,Barr-Reeve Community Schools Inc,726,659,333,64,269,3,266,67,9,46,0,37,2022-08-01
1375,North Daviess Com Schools,997,895,184,92,92,10,82,102,10,18,1,8,2022-08-01
1405,Washington Community Schools,2963,2386,17,380,-363,197,-560,577,19,1,7,-19,2022-08-01
1560,Sunman-Dearborn Com Sch Corp,3955,3477,256,367,-111,111,-222,478,12,6,3,-6,2022-08-01
1600,South Dearborn Community Sch Corp,2420,1834,120,486,-366,100,-466,586,24,5,4,-19,2022-08-01
1620,Lawrenceburg Community School Corp,1804,1658,431,125,306,21,285,146,8,24,1,16,2022-08-01
1655,Decatur County Community Schools,1725,1485,288,224,64,16,48,240,14,17,1,3,2022-08-01
1730,Greensburg Community Schools,2277,2041,0,220,-220,16,-236,236,10,0,1,-10,2022-08-01
1805,DeKalb Co Eastern Com Sch Dist,1227,1096,146,117,29,14,15,131,11,12,1,1,2022-08-01
1820,Garrett-Keyser-Butler Com Sch Corp,1626,1460,255,121,134,45,89,166,10,16,3,5,2022-08-01
1835,DeKalb Co Ctl United Sch Dist,3744,3189,228,374,-146,181,-327,555,15,6,5,-9,2022-08-01
1875,Delaware Community School Corp,2595,2193,372,382,-10,20,-30,402,15,14,1,-1,2022-08-01
1885,Wes-Del Community Schools,743,604,269,122,147,17,130,139,19,36,2,17,2022-08-01
1895,Liberty-Perry Community Sch Corp,958,787,393,165,228,6,222,171,18,41,1,23,2022-08-01
1900,Cowan Community School Corp,556,429,367,123,244,4,240,127,23,66,1,43,2022-08-01
1910,Yorktown Community Schools,2353,2085,609,231,378,37,341,268,11,26,2,14,2022-08-01
1940,Daleville Community Schools,621,487,488,128,360,6,354,134,22,79,1,57,2022-08-01
1970,Muncie Community Schools,7219,4736,164,2317,-2153,166,-2319,2483,34,2,2,-32,2022-08-01
2040,Northeast Dubois Co Sch Corp,783,715,89,64,25,4,21,68,9,11,1,3,2022-08-01
2100,Southeast Dubois Co Sch Corp,1193,1110,114,76,38,7,31,83,7,10,1,3,2022-08-01
2110,Southwest Dubois Co Sch Corp,1770,1670,140,94,46,6,40,100,6,8,0,2,2022-08-01
2120,Greater Jasper Consolidated Schs,3262,2994,159,145,14,123,-109,268,8,5,4,-3,2022-08-01
2155,Fairfield Community Schools,2025,1829,322,173,149,23,126,196,10,16,1,6,2022-08-01
2260,Baugo Community Schools,1781,1554,297,174,123,53,70,227,13,17,3,4,2022-08-01
2270,Concord Community Schools,4963,4410,827,419,408,134,274,553,11,17,3,6,2022-08-01
2275,Middlebury Community Schools,4079,3712,506,294,212,73,139,367,9,12,2,3,2022-08-01
2285,Wa-Nee Community Schools,2787,2616,256,129,127,42,85,171,6,9,2,3,2022-08-01
2305,Elkhart Community Schools,13338,11007,296,1856,-1560,475,-2035,2331,17,2,4,-15,2022-08-01
2315,Goshen Community Schools,6732,5831,425,599,-174,302,-476,901,13,6,4,-7,2022-08-01
2395,Fayette County School Corporation,3311,2956,42,279,-237,76,-313,355,11,1,2,-9,2022-08-01
2400,New Albany-Floyd Co Con Sch,11754,10390,953,948,5,416,-411,1364,12,8,4,-3,2022-08-01
2435,Attica Consolidated School Corp,560,501,43,53,-10,6,-16,59,11,8,1,-3,2022-08-01
2440,Covington Community School Corp,815,729,72,49,23,37,-14,86,11,9,5,-2,2022-08-01
2455,Southeast Fountain School Corp,1023,917,45,102,-57,4,-61,106,10,4,0,-6,2022-08-01
2475,Franklin County Community Sch Corp,2287,1961,44,254,-210,72,-282,326,14,2,3,-12,2022-08-01
2645,Rochester Community School Corp,1727,1446,143,281,-138,0,-138,281,16,8,0,-8,2022-08-01
2650,Caston School Corporation,757,612,157,145,12,0,12,145,19,21,0,2,2022-08-01
2725,East Gibson School Corporation,896,715,28,171,-143,10,-153,181,20,3,1,-17,2022-08-01
2735,North Gibson School Corporation,2061,1767,81,240,-159,54,-213,294,14,4,3,-10,2022-08-01
2765,South Gibson School Corporation,2000,1766,289,126,163,108,55,234,12,14,5,3,2022-08-01
2815,Eastbrook Community Sch Corp,1318,1166,381,133,248,19,229,152,12,29,1,17,2022-08-01
2825,Madison-Grant United School Corp,1208,982,492,196,296,30,266,226,19,41,2,22,2022-08-01
2855,Mississinewa Community School Corp,1707,1591,714,104,610,12,598,116,7,42,1,35,2022-08-01
2865,Marion Community Schools,5070,3447,49,1377,-1328,246,-1574,1623,32,1,5,-31,2022-08-01
2920,Bloomfield School District,918,773,40,145,-105,0,-105,145,16,4,0,-11,2022-08-01
2940,Eastern Greene Schools,1046,918,131,106,25,22,3,128,12,13,2,0,2022-08-01
2950,Linton-Stockton School Corporation,1241,1052,235,186,49,3,46,189,15,19,0,4,2022-08-01
2960,MSD Shakamak Schools,764,586,52,178,-126,0,-126,178,23,7,0,-16,2022-08-01
2980,White River Valley School District,823,632,124,190,-66,1,-67,191,23,15,0,-8,2022-08-01
3005,Hamilton Southeastern Schools,22621,21308,69,697,-628,616,-1244,1313,6,0,3,-5,2022-08-01
3025,Hamilton Heights School Corp,1995,1866,329,101,228,28,200,129,6,16,1,10,2022-08-01
3030,Westfield-Washington Schools,9097,8688,66,313,-247,96,-343,409,4,1,1,-4,2022-08-01
3055,Sheridan Community Schools,1003,904,142,88,54,11,43,99,10,14,1,4,2022-08-01
3060,Carmel Clay Schools,16388,15935,214,310,-96,143,-239,453,3,1,1,-1,2022-08-01
3070,Noblesville Schools,11228,10300,85,624,-539,304,-843,928,8,1,3,-8,2022-08-01
3115,Southern Hancock Co Com Sch Corp,3230,3007,600,162,438,61,377,223,7,19,2,12,2022-08-01
3125,Greenfield-Central Com Schools,4601,3971,246,543,-297,87,-384,630,14,5,2,-8,2022-08-01
3135,Mt Vernon Community School Corp,4250,3730,641,389,252,131,121,520,12,15,3,3,2022-08-01
3145,Eastern Hancock Co Com Sch Corp,893,777,361,110,251,6,245,116,13,40,1,27,2022-08-01
3160,Lanesville Community School Corp,623,508,238,100,138,15,123,115,18,38,2,20,2022-08-01
3180,North Harrison Com School Corp,2145,1802,298,315,-17,28,-45,343,16,14,1,-2,2022-08-01
3190,South Harrison Com Schools,3228,2796,169,339,-170,93,-263,432,13,5,3,-8,2022-08-01
3295,North West Hendricks Schools,1832,1669,217,100,117,63,54,163,9,12,3,3,2022-08-01
3305,Brownsburg Community School Corp,10162,9515,137,338,-201,309,-510,647,6,1,3,-5,2022-08-01
3315,Avon Community School Corp,10878,9940,136,594,-458,344,-802,938,9,1,3,-7,2022-08-01
3325,Danville Community School Corp,2539,2315,216,185,31,39,-8,224,9,9,2,-0,2022-08-01
3330,Plainfield Community School Corp,5451,5081,471,279,192,91,101,370,7,9,2,2,2022-08-01
3335,Mill Creek Community Sch Corp,1534,1337,151,179,-28,18,-46,197,13,10,1,-3,2022-08-01
3405,Blue River Valley Schools,588,429,168,151,17,8,9,159,27,29,1,2,2022-08-01
3415,South Henry School Corp,631,491,214,134,80,6,74,140,22,34,1,12,2022-08-01
3435,Shenandoah School Corporation,1189,1048,259,123,136,18,118,141,12,22,2,10,2022-08-01
3445,New Castle Community School Corp,3122,2648,184,468,-284,6,-290,474,15,6,0,-9,2022-08-01
3455,C A Beard Memorial School Corp,1294,946,85,347,-262,1,-263,348,27,7,0,-20,2022-08-01
3460,Taylor Community School Corp,1321,790,473,513,-40,18,-58,531,40,36,1,-4,2022-08-01
3470,Northwestern School Corp,1521,1281,568,226,342,14,328,240,16,37,1,22,2022-08-01
3480,Eastern Howard School Corporation,1011,922,631,82,549,7,542,89,9,62,1,54,2022-08-01
3490,Western School Corporation,2279,1963,552,299,253,17,236,316,14,24,1,10,2022-08-01
3500,Kokomo School Corporation,6439,4529,306,1766,-1460,144,-1604,1910,30,5,2,-25,2022-08-01
3625,Huntington Co Com Sch Corp,5349,4738,86,461,-375,150,-525,611,11,2,3,-10,2022-08-01
3640,Medora Community School Corp,201,124,25,76,-51,1,-52,77,38,12,0,-26,2022-08-01
3675,Seymour Community Schools,5560,5006,172,204,-32,350,-382,554,10,3,6,-7,2022-08-01
3695,Brownstown Cnt Com Sch Corp,1411,1250,152,116,36,45,-9,161,11,11,3,-1,2022-08-01
3710,Crothersville Community Schools,570,457,0,100,-100,13,-113,113,20,0,2,-20,2022-08-01
3785,Kankakee Valley School Corp,3454,3074,113,169,-56,211,-267,380,11,3,6,-8,2022-08-01
3815,Rensselaer Central School Corp,1511,1364,77,109,-32,38,-70,147,10,5,3,-5,2022-08-01
3945,Jay School Corporation,3183,2847,98,199,-101,137,-238,336,11,3,4,-7,2022-08-01
3995,Madison Consolidated Schools,3227,2442,104,510,-406,275,-681,785,24,3,9,-21,2022-08-01
4000,Southwestern-Jefferson Co Con,1185,942,254,187,67,56,11,243,21,21,5,1,2022-08-01
4015,Jennings County School Corporation,4270,3825,128,300,-172,145,-317,445,10,3,3,-7,2022-08-01
4145,Clark-Pleasant Community Sch Corp,7453,6489,191,716,-525,248,-773,964,13,3,3,-10,2022-08-01
4205,Center Grove Community School Corp,9451,8599,506,549,-43,303,-346,852,9,5,3,-4,2022-08-01
4215,Edinburgh Community School Corp,800,666,151,118,33,16,17,134,17,19,2,2,2022-08-01
4225,Franklin Community School Corp,5086,4439,309,515,-206,132,-338,647,13,6,3,-7,2022-08-01
4245,Greenwood Community Sch Corp,3600,3178,715,286,429,136,293,422,12,20,4,8,2022-08-01
4255,Nineveh-Hensley-Jackson United,1796,1597,404,170,234,29,205,199,11,22,2,11,2022-08-01
4315,North Knox School Corp,1389,1188,12,177,-165,24,-189,201,14,1,2,-14,2022-08-01
4325,South Knox School Corp,1057,952,272,78,194,27,167,105,10,26,3,16,2022-08-01
4335,Vincennes Community School Corp,3045,2644,128,288,-160,113,-273,401,13,4,4,-9,2022-08-01
4345,Wawasee Community School Corp,2885,2587,185,277,-92,21,-113,298,10,6,1,-4,2022-08-01
4415,Warsaw Community Schools,6844,6205,438,445,-7,194,-201,639,9,6,3,-3,2022-08-01
4445,Tippecanoe Valley School Corp,1858,1563,182,283,-101,12,-113,295,16,10,1,-6,2022-08-01
4455,Whitko Community School Corp,1505,1096,108,377,-269,32,-301,409,27,7,2,-20,2022-08-01
4515,Prairie Heights Community Sch Corp,1273,1092,258,179,79,2,77,181,14,20,0,6,2022-08-01
4525,Westview School Corporation,1906,1789,282,101,181,16,165,117,6,15,1,9,2022-08-01
4535,Lakeland School Corporation,1967,1594,60,369,-309,4,-313,373,19,3,0,-16,2022-08-01
4580,Hanover Community School Corp,2763,2569,22,74,-52,120,-172,194,7,1,4,-6,2022-08-01
4590,River Forest Community Sch Corp,1389,1262,328,87,241,40,201,127,9,24,3,14,2022-08-01
4600,Merrillville Community School Corp,6592,5811,50,425,-375,356,-731,781,12,1,5,-11,2022-08-01
4615,Lake Central School Corporation,9568,9073,74,253,-179,242,-421,495,5,1,3,-4,2022-08-01
4645,Tri-Creek School Corporation,3327,3155,71,103,-32,69,-101,172,5,2,2,-3,2022-08-01
4650,Lake Ridge New Tech Schools,1737,1510,43,143,-100,84,-184,227,13,2,5,-11,2022-08-01
4660,Crown Point Community School Corp,9187,8714,4,222,-218,251,-469,473,5,0,3,-5,2022-08-01
4670,School City of East Chicago,4752,3122,84,1250,-1166,380,-1546,1630,34,2,8,-33,2022-08-01
4680,Lake Station Community Schools,1350,1048,116,231,-115,71,-186,302,22,9,5,-14,2022-08-01
4690,Gary Community School Corp,11073,4127,0,6411,-6411,535,-6946,6946,63,0,5,-63,2022-08-01
4700,Griffith Public Schools,2183,1919,71,170,-99,94,-193,264,12,3,4,-9,2022-08-01
4710,School City of Hammond,13074,10641,498,1444,-946,989,-1935,2433,19,4,8,-15,2022-08-01
4720,School Town of Highland,3188,2954,65,113,-48,121,-169,234,7,2,4,-5,2022-08-01
4730,School City of Hobart,4219,3996,24,157,-133,66,-199,223,5,1,2,-5,2022-08-01
4740,School Town of Munster,4035,3908,190,69,121,58,63,127,3,5,1,2,2022-08-01
4760,School City of Whiting,806,735,393,49,344,22,322,71,9,49,3,40,2022-08-01
4805,New Prairie United School Corp,2470,2317,615,132,483,21,462,153,6,25,1,19,2022-08-01
4860,MSD of New Durham Township,749,608,276,128,148,13,135,141,19,37,2,18,2022-08-01
4915,Tri-Township Cons School Corp,480,234,73,246,-173,0,-173,246,51,15,0,-36,2022-08-01
4925,Michigan City Area Schools,6038,4860,330,802,-472,376,-848,1178,20,5,6,-14,2022-08-01
4940,South Central Com School Corp,674,600,349,62,287,12,275,74,11,52,2,41,2022-08-01
4945,LaPorte Community School Corp,6534,5529,236,876,-640,129,-769,1005,15,4,2,-12,2022-08-01
5075,North Lawrence Com Schools,4587,3734,89,723,-634,130,-764,853,19,2,3,-17,2022-08-01
5085,Mitchell Community Schools,1608,1370,66,230,-164,8,-172,238,15,4,0,-11,2022-08-01
5245,Frankton-Lapel Community Schools,2144,2027,928,96,832,21,811,117,5,43,1,38,2022-08-01
5255,South Madison Com Sch Corp,4045,3810,586,199,387,36,351,235,6,14,1,9,2022-08-01
5265,Alexandria Community School Corp,1488,1241,229,185,44,62,-18,247,17,15,4,-1,2022-08-01
5275,Anderson Community School Corp,9898,6242,27,2934,-2907,722,-3629,3656,37,0,7,-37,2022-08-01
5280,Elwood Community School Corp,1510,1276,100,223,-123,11,-134,234,15,7,1,-9,2022-08-01
5300,MSD Decatur Township,7200,6242,255,763,-508,195,-703,958,13,4,3,-10,2022-08-01
5310,Franklin Township Com Sch Corp,12270,10703,81,866,-785,701,-1486,1567,13,1,6,-12,2022-08-01
5330,MSD Lawrence Township,16460,14158,1636,1451,185,851,-666,2302,14,10,5,-4,2022-08-01
5340,Perry Township Schools,18473,15817,345,1011,-666,1645,-2311,2656,14,2,9,-13,2022-08-01
5350,MSD Pike Township,12533,10698,0,1069,-1069,766,-1835,1835,15,0,6,-15,2022-08-01
5360,MSD Warren Township,13200,10547,898,1881,-983,772,-1755,2653,20,7,6,-13,2022-08-01
5370,MSD Washington Township,11297,9756,824,875,-51,666,-717,1541,14,7,6,-6,2022-08-01
5375,MSD Wayne Township,15898,14589,1492,791,701,518,183,1309,8,9,3,1,2022-08-01
5380,Beech Grove City Schools,1982,1682,1082,181,901,119,782,300,15,55,6,39,2022-08-01
5385,Indianapolis Public Schools,47360,20238,1026,23092,-22066,4030,-26096,27122,57,2,9,-55,2022-08-01
5400,School Town of Speedway,2091,1831,0,218,-218,42,-260,260,12,0,2,-12,2022-08-01
5455,Culver Community Schools Corp,862,647,127,197,-70,18,-88,215,25,15,2,-10,2022-08-01
5470,Argos Community Schools,647,497,135,145,-10,5,-15,150,23,21,1,-2,2022-08-01
5480,Bremen Public Schools,1243,1184,267,57,210,2,208,59,5,21,0,17,2022-08-01
5485,Plymouth Community School Corp,3321,2882,381,348,33,91,-58,439,13,11,3,-2,2022-08-01
5495,Triton School Corporation,848,753,169,94,75,1,74,95,11,20,0,9,2022-08-01
5520,Shoals Community School Corp,653,588,45,63,-18,2,-20,65,10,7,0,-3,2022-08-01
5525,Loogootee Community Sch Corp,805,634,108,171,-63,0,-63,171,21,13,0,-8,2022-08-01
5615,Maconaquah School Corp,2021,1607,282,403,-121,11,-132,414,20,14,1,-7,2022-08-01
5620,North Miami Community Schools,787,658,132,129,3,0,3,129,16,17,0,0,2022-08-01
5625,Oak Hill United School Corp,1209,1099,522,87,435,23,412,110,9,43,2,34,2022-08-01
5635,Peru Community Schools,1984,1605,293,378,-85,1,-86,379,19,15,0,-4,2022-08-01
5705,Richland-Bean Blossom C S C,2792,2396,250,346,-96,50,-146,396,14,9,2,-5,2022-08-01
5740,Monroe County Community Sch Corp,11103,9929,320,887,-567,287,-854,1174,11,3,3,-8,2022-08-01
5835,North Montgomery Com Sch Corp,1890,1644,157,239,-82,7,-89,246,13,8,0,-5,2022-08-01
5845,South Montgomery Com Sch Corp,1707,1456,95,250,-155,1,-156,251,15,6,0,-9,2022-08-01
5855,Crawfordsville Community Schools,2330,2130,246,200,46,0,46,200,9,11,0,2,2022-08-01
5900,Monroe-Gregg School District,1407,1236,286,129,157,42,115,171,12,20,3,8,2022-08-01
5910,Eminence Community School Corp,382,274,53,100,-47,8,-55,108,28,14,2,-14,2022-08-01
5925,MSD Martinsville Schools,4566,3734,159,549,-390,283,-673,832,18,3,6,-15,2022-08-01
5930,Mooresville Con School Corp,4165,3584,689,401,288,180,108,581,14,17,4,3,2022-08-01
5945,North Newton School Corp,1299,1137,34,148,-114,14,-128,162,12,3,1,-10,2022-08-01
5995,South Newton School Corp,799,748,57,49,8,2,6,51,6,7,0,1,2022-08-01
6055,Central Noble Com School Corp,1145,1005,158,132,26,8,18,140,12,14,1,2,2022-08-01
6060,East Noble School Corporation,3552,3100,231,322,-91,130,-221,452,13,7,4,-6,2022-08-01
6065,West Noble School Corporation,2233,2048,133,183,-50,2,-52,185,8,6,0,-2,2022-08-01
6080,Rising Sun-Ohio Co Com,795,724,73,61,12,10,2,71,9,9,1,0,2022-08-01
6145,Orleans Community Schools,753,668,193,85,108,0,108,85,11,26,0,14,2022-08-01
6155,Paoli Community School Corp,1256,1100,128,153,-25,3,-28,156,12,10,0,-2,2022-08-01
6160,Springs Valley Com School Corp,805,715,86,90,-4,0,-4,90,11,11,0,-0,2022-08-01
6195,Spencer-Owen Community Schools,2505,2046,104,424,-320,35,-355,459,18,4,1,-14,2022-08-01
6260,Southwest Parke Com Sch Corp,847,757,218,90,128,0,128,90,11,26,0,15,2022-08-01
6325,Perry Central Com Schools Corp,942,830,373,110,263,2,261,112,12,40,0,28,2022-08-01
6340,Cannelton City Schools,276,123,96,153,-57,0,-57,153,55,35,0,-21,2022-08-01
6350,Tell City-Troy Twp School Corp,1628,1235,144,392,-248,1,-249,393,24,9,0,-15,2022-08-01
6375,North Central Parke Comm Schl Corp,1185,1054,97,130,-33,1,-34,131,11,8,0,-3,2022-08-01
6445,Pike County School Corp,1767,1487,57,275,-218,5,-223,280,16,3,0,-13,2022-08-01
6460,MSD Boone Township,976,889,130,74,56,13,43,87,9,13,1,4,2022-08-01
6470,Duneland School Corporation,6037,5570,236,399,-163,68,-231,467,8,4,1,-4,2022-08-01
6510,East Porter County School Corp,2399,2213,240,138,102,48,54,186,8,10,2,2,2022-08-01
6520,Porter Township School Corp,1365,1275,119,56,63,34,29,90,7,9,2,2,2022-08-01
6530,Union Township School Corp,1407,1332,102,55,47,20,27,75,5,7,1,2,2022-08-01
6550,Portage Township Schools,7529,6846,48,499,-451,184,-635,683,9,1,2,-8,2022-08-01
6560,Valparaiso Community Schools,6780,6258,99,388,-289,134,-423,522,8,1,2,-6,2022-08-01
6590,MSD Mount Vernon,2242,1939,69,142,-73,161,-234,303,14,3,7,-10,2022-08-01
6600,MSD North Posey Co Schools,1501,1278,139,108,31,115,-84,223,15,9,8,-6,2022-08-01
6620,Eastern Pulaski Community Sch Corp,1016,950,190,66,124,0,124,66,6,19,0,12,2022-08-01
6630,West Central School Corp,667,587,43,67,-24,13,-37,80,12,6,2,-6,2022-08-01
6705,South Putnam Community Schools,1031,861,178,170,8,0,8,170,16,17,0,1,2022-08-01
6715,North Putnam Community Schools,1498,1249,49,245,-196,4,-200,249,17,3,0,-13,2022-08-01
6750,Cloverdale Community Schools,1018,899,492,113,379,6,373,119,12,48,1,37,2022-08-01
6755,Greencastle Community School Corp,1793,1601,143,189,-46,3,-49,192,11,8,0,-3,2022-08-01
6795,Union School Corporation,365,169,7074,194,6880,2,6878,196,54,1938,1,1884,2022-08-01
6805,Randolph Southern School Corp,438,357,114,80,34,1,33,81,18,26,0,8,2022-08-01
6820,Monroe Central School Corp,845,743,313,102,211,0,211,102,12,37,0,25,2022-08-01
6825,Randolph Central School Corp,1374,1156,128,213,-85,5,-90,218,16,9,0,-7,2022-08-01
6835,Randolph Eastern School Corp,898,819,31,79,-48,0,-48,79,9,3,0,-5,2022-08-01
6865,South Ripley Com Sch Corp,1175,988,90,165,-75,22,-97,187,16,8,2,-8,2022-08-01
6895,Batesville Community School Corp,2093,1849,293,100,193,144,49,244,12,14,7,2,2022-08-01
6900,Jac-Cen-Del Community Sch Corp,780,652,125,118,7,10,-3,128,16,16,1,-0,2022-08-01
6910,Milan Community Schools,873,703,258,141,117,29,88,170,19,30,3,10,2022-08-01
6995,Rush County Schools,2070,1740,113,270,-157,60,-217,330,16,5,3,-10,2022-08-01
7150,John Glenn School Corporation,1586,1395,561,146,415,45,370,191,12,35,3,23,2022-08-01
7175,Penn-Harris-Madison School Corp,10343,9186,1682,771,911,386,525,1157,11,16,4,5,2022-08-01
7200,School City of Mishawaka,4757,3808,1311,693,618,256,362,949,20,28,5,8,2022-08-01
7205,South Bend Community School Corp,22432,14630,261,4684,-4423,3118,-7541,7802,35,1,14,-34,2022-08-01
7215,Union-North United School Corp,1108,799,445,283,162,26,136,309,28,40,2,12,2022-08-01
7230,Scott County School District 1,1312,1174,0,124,-124,14,-138,138,11,0,1,-11,2022-08-01
7255,Scott County School District 2,2516,2270,206,177,29,69,-40,246,10,8,3,-2,2022-08-01
7285,Shelby Eastern Schools,1306,988,176,306,-130,12,-142,318,24,13,1,-11,2022-08-01
7350,Northwestern Con School Corp,1166,1047,317,102,215,17,198,119,10,27,1,17,2022-08-01
7360,Southwestern Con Sch Shelby Co,589,459,106,127,-21,3,-24,130,22,18,1,-4,2022-08-01
7365,Shelbyville Central Schools,3794,3477,242,258,-16,59,-75,317,8,6,2,-2,2022-08-01
7385,North Spencer County Sch Corp,1993,1857,106,119,-13,17,-30,136,7,5,1,-2,2022-08-01
7445,South Spencer County Sch Corp,1155,1035,27,66,-39,54,-93,120,10,2,5,-8,2022-08-01
7495,Oregon-Davis School Corp,610,333,134,274,-140,3,-143,277,45,22,0,-23,2022-08-01
7515,North Judson-San Pierre Sch Corp,1189,880,57,237,-180,72,-252,309,26,5,6,-21,2022-08-01
7525,Knox Community School Corp,1703,1419,252,259,-7,25,-32,284,17,15,1,-2,2022-08-01
7605,Fremont Community Schools,921,807,184,114,70,0,70,114,12,20,0,8,2022-08-01
7610,Hamilton Community Schools,480,276,75,202,-127,2,-129,204,42,16,0,-27,2022-08-01
7615,MSD Steuben County,2556,2215,273,335,-62,6,-68,341,13,11,0,-3,2022-08-01
7645,Northeast School Corp,1155,646,95,508,-413,1,-414,509,44,8,0,-36,2022-08-01
7715,Southwest School Corporation,1700,1418,181,282,-101,0,-101,282,17,11,0,-6,2022-08-01
7775,Switzerland County School Corp,1543,1420,45,117,-72,6,-78,123,8,3,0,-5,2022-08-01
7855,Lafayette School Corporation,7823,6998,76,339,-263,486,-749,825,11,1,6,-10,2022-08-01
7865,Tippecanoe School Corp,14622,13471,273,593,-320,558,-878,1151,8,2,4,-6,2022-08-01
7875,West Lafayette Com School Corp,2260,2153,88,82,6,25,-19,107,5,4,1,-1,2022-08-01
7935,Tri-Central Community Schools,601,481,246,119,127,1,126,120,20,41,0,21,2022-08-01
7945,Tipton Community School Corp,1582,1324,111,248,-137,10,-147,258,16,7,1,-9,2022-08-01
7950,Union Co/Clg Corner Joint Sch Dist,1196,1142,106,52,54,2,52,54,5,9,0,4,2022-08-01
7995,Evansville Vanderburgh School Corp,23975,20835,339,1176,-837,1964,-2801,3140,13,1,8,-12,2022-08-01
8010,North Vermillion Com Sch Corp,662,610,78,49,29,3,26,52,8,12,0,4,2022-08-01
8020,South Vermillion Com Sch Corp,1703,1495,75,202,-127,6,-133,208,12,4,0,-8,2022-08-01
8030,Vigo County School Corp,14081,13126,118,788,-670,167,-837,955,7,1,1,-6,2022-08-01
