corp_ID,corp_name,schl_ID,schl_name,enrlmnt,year,type
9220,Diocese of Fort Wayne - South Bend,D165,Marian High School,656,2018,pr
9220,Diocese of Fort Wayne - South Bend,D177,Mishawaka Catholic School,261,2018,pr
9220,Diocese of Fort Wayne - South Bend,D198,Queen of Peace School,249,2018,pr
9220,Diocese of Fort Wayne - South Bend,D225,Saint Joseph High School,881,2018,pr
9220,Diocese of Fort Wayne - South Bend,D230,Christ The King School,436,2018,pr
9220,Diocese of Fort Wayne - South Bend,D235,Corpus Christi School,210,2018,pr
9220,Diocese of Fort Wayne - South Bend,D240,Holy Cross School,231,2018,pr
9220,Diocese of Fort Wayne - South Bend,D245,Holy Family School,251,2018,pr
9220,Diocese of Fort Wayne - South Bend,D250,Our Lady Of Hungary School,209,2018,pr
9220,Diocese of Fort Wayne - South Bend,D255,Saint Adalbert School,232,2018,pr
9220,Diocese of Fort Wayne - South Bend,D260,Saint Anthony De Padua School,302,2018,pr
9220,Diocese of Fort Wayne - South Bend,D265,Saint John The Baptist School,56,2018,pr
9220,Diocese of Fort Wayne - South Bend,D270,Saint Joseph School,439,2018,pr
9220,Diocese of Fort Wayne - South Bend,D275,Saint Jude Catholic School,203,2018,pr
9220,Diocese of Fort Wayne - South Bend,D285,Saint Matthew Cathedral School,345,2018,pr
9220,Diocese of Fort Wayne - South Bend,D805,Saint Bernard Elementary School,85,2018,pr
9230,Lutheran Schools of Indiana,A040,St Peter Immanuel Lutheran School,44,2018,pr
9230,Lutheran Schools of Indiana,A045,Wyneken Memorial Lutheran School,215,2018,pr
9230,Lutheran Schools of Indiana,A195,Concordia Lutheran High School,743,2018,pr
9230,Lutheran Schools of Indiana,A200,Suburban Bethlehem Lutheran School,153,2018,pr
9230,Lutheran Schools of Indiana,A205,Concordia Lutheran School,428,2018,pr
9230,Lutheran Schools of Indiana,A215,Emmanuel St Michael Lutheran Sch,354,2018,pr
9230,Lutheran Schools of Indiana,A220,Emmaus Lutheran School,181,2018,pr
9230,Lutheran Schools of Indiana,A225,Holy Cross Lutheran School,472,2018,pr
9230,Lutheran Schools of Indiana,A235,Lutheran South Unity School,159,2018,pr
9230,Lutheran Schools of Indiana,A245,Saint Paul Lutheran School,182,2018,pr
9230,Lutheran Schools of Indiana,A248,Ascension Lutheran School,156,2018,pr
9230,Lutheran Schools of Indiana,A250,Saint Peter's Lutheran School,206,2018,pr
9230,Lutheran Schools of Indiana,A365,St John-Emmanuel Lutheran School,158,2018,pr
9230,Lutheran Schools of Indiana,A370,Central Lutheran School,388,2018,pr
9230,Lutheran Schools of Indiana,A375,Woodburn Lutheran School,144,2018,pr
9230,Lutheran Schools of Indiana,A430,White Creek Lutheran School,130,2018,pr
9230,Lutheran Schools of Indiana,A435,Saint Peter Lutheran School,477,2018,pr
9230,Lutheran Schools of Indiana,A695,Saint John Ev Lutheran School,62,2018,pr
9230,Lutheran Schools of Indiana,A985,Trinity Lutheran School,148,2018,pr
9230,Lutheran Schools of Indiana,B275,Saint John Lutheran School,61,2018,pr
9230,Lutheran Schools of Indiana,B367,Redeemer Lutheran School,124,2018,pr
9230,Lutheran Schools of Indiana,B445,Immanuel Lutheran School,325,2018,pr
9230,Lutheran Schools of Indiana,B450,Saint John Lutheran School,85,2018,pr
9230,Lutheran Schools of Indiana,B452,Trinity Lutheran High School,143,2018,pr
9230,Lutheran Schools of Indiana,B465,Lutheran Central School,188,2018,pr
9230,Lutheran Schools of Indiana,B850,Trinity Lutheran School,227,2018,pr
9230,Lutheran Schools of Indiana,C050,Trinity Lutheran School,52,2018,pr
9230,Lutheran Schools of Indiana,C065,St Paul's Lutheran School,189,2018,pr
9230,Lutheran Schools of Indiana,C150,Saint John Lutheran School,125,2018,pr
9230,Lutheran Schools of Indiana,C267,Holy Cross Lutheran School,263,2018,pr
9230,Lutheran Schools of Indiana,C270,Lutheran High School,224,2018,pr
9230,Lutheran Schools of Indiana,C315,Calvary Lutheran School,203,2018,pr
9230,Lutheran Schools of Indiana,C395,Trinity Lutheran School,113,2018,pr
9230,Lutheran Schools of Indiana,C400,Saint John Ev Lutheran School,189,2018,pr
9230,Lutheran Schools of Indiana,C512,Our Shepherd Lutheran School,162,2018,pr
9230,Lutheran Schools of Indiana,C680,Emmaus Lutheran School,26,2018,pr
9230,Lutheran Schools of Indiana,C985,St John Lutheran School,156,2018,pr
9230,Lutheran Schools of Indiana,D090,Immanuel Lutheran School,149,2018,pr
9230,Lutheran Schools of Indiana,D317,Resurrection Lutheran Academy,77,2018,pr
9230,Lutheran Schools of Indiana,D375,Saint Peter Lutheran School,116,2018,pr
9230,Lutheran Schools of Indiana,D435,Saint James Lutheran School,177,2018,pr
9230,Lutheran Schools of Indiana,D625,Evansville Lutheran School,146,2018,pr
9240,The Oaks Academy,B297,The Oaks Academy - Brookside,254,2018,pr
9240,The Oaks Academy,C773,The Oaks Academy - Fall Creek,378,2018,pr
9240,The Oaks Academy,C774,The Oaks Academy - Middle School,184,2018,pr
N/A,Independent Non-Public Schools,A114,Gersh Academy - Riverbend,4,2018,pr
N/A,Independent Non-Public Schools,A170,Blackhawk Christian Mdl/High Sch,367,2018,pr
N/A,Independent Non-Public Schools,A172,Blackhawk Christian Elementary Sch,404,2018,pr
N/A,Independent Non-Public Schools,A236,Cornerstone College Prep Sch,118,2018,pr
N/A,Independent Non-Public Schools,A249,Central Christian School,159,2018,pr
N/A,Independent Non-Public Schools,A260,Aboite Christian School,41,2018,pr
N/A,Independent Non-Public Schools,A275,Crossroad Child & Family Services,59,2018,pr
N/A,Independent Non-Public Schools,A307,Horizon Christian Academy,314,2018,pr
N/A,Independent Non-Public Schools,A352,Gateway Woods School,9,2018,pr
N/A,Independent Non-Public Schools,A405,North Star Montessori School,21,2018,pr
N/A,Independent Non-Public Schools,A450,Columbus Christian School Inc,208,2018,pr
N/A,Independent Non-Public Schools,A480,James E Davis School,24,2018,pr
N/A,Independent Non-Public Schools,A724,Good Shepherd Christian Academy,76,2018,pr
N/A,Independent Non-Public Schools,A740,Lakewood Park Christian School,588,2018,pr
N/A,Independent Non-Public Schools,A746,Heritage Hall Christian School,173,2018,pr
N/A,Independent Non-Public Schools,A875,Clinton Christian School,193,2018,pr
N/A,Independent Non-Public Schools,A990,Elkhart Christian Academy,517,2018,pr
N/A,Independent Non-Public Schools,B009,The Crossing Educational Center,964,2018,pr
N/A,Independent Non-Public Schools,B015,Bethany Christian School,294,2018,pr
N/A,Independent Non-Public Schools,B045,Christian Academy of Indiana,790,2018,pr
N/A,Independent Non-Public Schools,B085,Covington Christian School,58,2018,pr
N/A,Independent Non-Public Schools,B118,Kinwell Academy Inc,39,2018,pr
N/A,Independent Non-Public Schools,B136,The King's Academy,193,2018,pr
N/A,Independent Non-Public Schools,B145,Lakeview Christian School Inc,209,2018,pr
N/A,Independent Non-Public Schools,B160,Eman Schools,290,2018,pr
N/A,Independent Non-Public Schools,B161,Fishers Christian Academy,67,2018,pr
N/A,Independent Non-Public Schools,B167,Paddock View Residential Center,35,2018,pr
N/A,Independent Non-Public Schools,B190,Indiana Academy,122,2018,pr
N/A,Independent Non-Public Schools,B233,Transitions Academy,71,2018,pr
N/A,Independent Non-Public Schools,B248,Legacy Christian School,218,2018,pr
N/A,Independent Non-Public Schools,B290,Bethesda Christian School,329,2018,pr
N/A,Independent Non-Public Schools,B295,Kingsway Christian School,394,2018,pr
N/A,Independent Non-Public Schools,B299,Legacy Learning Center,131,2018,pr
N/A,Independent Non-Public Schools,B302,Universal School of Plainfield,50,2018,pr
N/A,Independent Non-Public Schools,B455,Sandy Creek Christian Academy,115,2018,pr
N/A,Independent Non-Public Schools,B469,Covenant Christian High School,105,2018,pr
N/A,Independent Non-Public Schools,B470,DeMotte Christian School,290,2018,pr
N/A,Independent Non-Public Schools,B483,Jay County Christian Academy,60,2018,pr
N/A,Independent Non-Public Schools,B493,Christian Academy of Madison,142,2018,pr
N/A,Independent Non-Public Schools,B557,Pierceton Woods Academy,40,2018,pr
N/A,Independent Non-Public Schools,B562,Southwest IN Regional Youth Vlg,53,2018,pr
N/A,Independent Non-Public Schools,B595,Lakeland Christian Academy,149,2018,pr
N/A,Independent Non-Public Schools,B600,Warsaw Christian School,207,2018,pr
N/A,Independent Non-Public Schools,B725,Howe School,62,2018,pr
N/A,Independent Non-Public Schools,B747,Midwest Elite Prep Acad Inc,29,2018,pr
N/A,Independent Non-Public Schools,B748,Faith Academy,107,2018,pr
N/A,Independent Non-Public Schools,B764,Avicenna Academy,37,2018,pr
N/A,Independent Non-Public Schools,B771,Crown Point Christian School,743,2018,pr
N/A,Independent Non-Public Schools,B806,Ambassador Christian Academy,196,2018,pr
N/A,Independent Non-Public Schools,B815,Calumet Christian School,153,2018,pr
N/A,Independent Non-Public Schools,B821,Indiana Horizon Academy,35,2018,pr
N/A,Independent Non-Public Schools,B951,Morning Star Academy,56,2018,pr
N/A,Independent Non-Public Schools,C020,Highland Christian School,354,2018,pr
N/A,Independent Non-Public Schools,C130,Saint Paul Lutheran School,107,2018,pr
N/A,Independent Non-Public Schools,C175,Indiana Christian Academy,269,2018,pr
N/A,Independent Non-Public Schools,C215,Cross Street Christian School,39,2018,pr
N/A,Independent Non-Public Schools,C223,Delaware Christian Academy,30,2018,pr
N/A,Independent Non-Public Schools,C225,Liberty Christian School,243,2018,pr
N/A,Independent Non-Public Schools,C226,Liberty Christian Elementary,281,2018,pr
N/A,Independent Non-Public Schools,C250,Anderson Christian School,45,2018,pr
N/A,Independent Non-Public Schools,C257,Damar Academy,35,2018,pr
N/A,Independent Non-Public Schools,C271,Curtis Wilson Primary School,106,2018,pr
N/A,Independent Non-Public Schools,C275,Heritage Christian School,1161,2018,pr
N/A,Independent Non-Public Schools,C281,Cornerstone Baptist Academy,124,2018,pr
N/A,Independent Non-Public Schools,C282,Horizon Christian School,290,2018,pr
N/A,Independent Non-Public Schools,C323,Basic Prep Academy,1,2018,pr
N/A,Independent Non-Public Schools,C325,Suburban Christian School,246,2018,pr
N/A,Independent Non-Public Schools,C349,Southport Presbyterian Chrst Sch,88,2018,pr
N/A,Independent Non-Public Schools,C375,Traders Point Christian Academy,704,2018,pr
N/A,Independent Non-Public Schools,C396,Burge Terrace Christian School,91,2018,pr
N/A,Independent Non-Public Schools,C455,Indianapolis Junior Academy,96,2018,pr
N/A,Independent Non-Public Schools,C475,Hasten Hebrew Acad Of Indianapolis,149,2018,pr
N/A,Independent Non-Public Schools,C495,Colonial Christian School,227,2018,pr
N/A,Independent Non-Public Schools,C513,Islamic Academy of Indianapolis,36,2018,pr
N/A,Independent Non-Public Schools,C514,Crosspointe Christian Academy,245,2018,pr
N/A,Independent Non-Public Schools,C527,Covenant Christian High School,353,2018,pr
N/A,Independent Non-Public Schools,C561,Trinity Christian School,174,2018,pr
N/A,Independent Non-Public Schools,C563,Shepherd Community Academy,111,2018,pr
N/A,Independent Non-Public Schools,C575,Central Christian Academy,148,2018,pr
N/A,Independent Non-Public Schools,C580,Calvary Christian School,208,2018,pr
N/A,Independent Non-Public Schools,C589,The Independence Academy,33,2018,pr
N/A,Independent Non-Public Schools,C628,MTI School of Knowledge,278,2018,pr
N/A,Independent Non-Public Schools,C677,International Sch of IN HS (9-12),170,2018,pr
N/A,Independent Non-Public Schools,C679,Indianapolis Southside Christian,19,2018,pr
N/A,Independent Non-Public Schools,C690,Capitol City SDA Church School,42,2018,pr
N/A,Independent Non-Public Schools,C699,TP Schools,248,2018,pr
N/A,Independent Non-Public Schools,C791,School for Community Learning,76,2018,pr
N/A,Independent Non-Public Schools,C905,Adventist Christian Elementary,15,2018,pr
N/A,Independent Non-Public Schools,C927,Lighthouse Christian Academy,278,2018,pr
N/A,Independent Non-Public Schools,C933,Clear Creek Christian School,98,2018,pr
N/A,Independent Non-Public Schools,C940,Tabernacle Christian School,325,2018,pr
N/A,Independent Non-Public Schools,C965,Mooresville Christian Academy,300,2018,pr
N/A,Independent Non-Public Schools,C966,Greenwood Christian Academy,585,2018,pr
N/A,Independent Non-Public Schools,D056,Shults-Lewis Child & Family Srvs,1,2018,pr
N/A,Independent Non-Public Schools,D063,Emmanuel Baptist Academy,34,2018,pr
N/A,Independent Non-Public Schools,D073,Victory Christian Academy,316,2018,pr
N/A,Independent Non-Public Schools,D080,Portage Christian School,300,2018,pr
N/A,Independent Non-Public Schools,D158,North Liberty Christian School,30,2018,pr
N/A,Independent Non-Public Schools,D189,Covenant Christian School,139,2018,pr
N/A,Independent Non-Public Schools,D195,South Bend Hebrew Day School,174,2018,pr
N/A,Independent Non-Public Schools,D196,Bais Yaakov High School of Indiana,22,2018,pr
N/A,Independent Non-Public Schools,D217,Trinity School At Greenlawn,213,2018,pr
N/A,Independent Non-Public Schools,D249,New Vision Christian Academy,35,2018,pr
N/A,Independent Non-Public Schools,D281,Yeshiva of South Bend,4,2018,pr
N/A,Independent Non-Public Schools,D300,South Bend Jr Academy School,39,2018,pr
N/A,Independent Non-Public Schools,D305,Community Baptist Christian School,186,2018,pr
N/A,Independent Non-Public Schools,D310,Granger Christian School,266,2018,pr
N/A,Independent Non-Public Schools,D315,Michiana Christian Academy,40,2018,pr
N/A,Independent Non-Public Schools,D329,Grace Christian Academy Inc,89,2018,pr
N/A,Independent Non-Public Schools,D440,Lafayette Christian School,296,2018,pr
N/A,Independent Non-Public Schools,D451,T. C. Harris School,122,2018,pr
N/A,Independent Non-Public Schools,D452,Faith Christian School,618,2018,pr
N/A,Independent Non-Public Schools,D485,Evansville Christian School,692,2018,pr
N/A,Independent Non-Public Schools,D489,Evansville Christian Sch Newburgh,124,2018,pr
N/A,Independent Non-Public Schools,D525,Evansville Day School,283,2018,pr
N/A,Independent Non-Public Schools,D725,Holy Cross School,107,2018,pr
N/A,Independent Non-Public Schools,D748,Terre Haute Adventist School,13,2018,pr
N/A,Independent Non-Public Schools,D862,Community Christian School,118,2018,pr
N/A,Independent Non-Public Schools,D875,Kingdom Academy of Bluffton Inc,56,2018,pr
N/A,Independent Non-Public Schools,D907,T.R.O.Y. Center,34,2018,pr
9200,Archdiocese of Indianapolis,A425,St Bartholomew School,411,2019,pr
9200,Archdiocese of Indianapolis,A550,St John Paul II Catholic School,361,2019,pr
9200,Archdiocese of Indianapolis,A560,Saint Anthony of Padua,267,2019,pr
9200,Archdiocese of Indianapolis,A570,Sacred Heart School,206,2019,pr
9200,Archdiocese of Indianapolis,A575,Our Lady Of Providence High School,385,2019,pr
9200,Archdiocese of Indianapolis,A680,Saint Nicholas School,146,2019,pr
9200,Archdiocese of Indianapolis,A690,Saint Mary School,79,2019,pr
9200,Archdiocese of Indianapolis,A700,Saint Lawrence School,170,2019,pr
9200,Archdiocese of Indianapolis,A730,Saint Mary's School,267,2019,pr
9200,Archdiocese of Indianapolis,B035,Saint Gabriel Catholic School,129,2019,pr
9200,Archdiocese of Indianapolis,B050,Holy Family School,286,2019,pr
9200,Archdiocese of Indianapolis,B060,Our Lady Of Perpetual School,345,2019,pr
9200,Archdiocese of Indianapolis,B067,St Mary of-the-Knobs Catholic Sch,275,2019,pr
9200,Archdiocese of Indianapolis,B095,Saint Michael School,186,2019,pr
9200,Archdiocese of Indianapolis,B265,Saint Michael School,163,2019,pr
9200,Archdiocese of Indianapolis,B280,Saint Joseph School,116,2019,pr
9200,Archdiocese of Indianapolis,B285,Saint Malachy School,454,2019,pr
9200,Archdiocese of Indianapolis,B300,Saint Susanna School,227,2019,pr
9200,Archdiocese of Indianapolis,B440,Saint Ambrose School,126,2019,pr
9200,Archdiocese of Indianapolis,B505,Shawe Memorial High School,165,2019,pr
9200,Archdiocese of Indianapolis,B510,Pope John XXIII Elementary School,305,2019,pr
9200,Archdiocese of Indianapolis,B515,Saint Mary School,229,2019,pr
9200,Archdiocese of Indianapolis,B518,St Rose of Lima School,196,2019,pr
9200,Archdiocese of Indianapolis,B535,Our Lady of the Greenwood School,289,2019,pr
9200,Archdiocese of Indianapolis,B540,SS Francis and Clare Catholic Sch,493,2019,pr
9200,Archdiocese of Indianapolis,C160,Saint Vincent DePaul School,168,2019,pr
9200,Archdiocese of Indianapolis,C265,Nativity Catholic School,387,2019,pr
9200,Archdiocese of Indianapolis,C280,Saint Lawrence School,235,2019,pr
9200,Archdiocese of Indianapolis,C295,Saint Barnabas School,532,2019,pr
9200,Archdiocese of Indianapolis,C300,Saint Jude Elementary School,498,2019,pr
9200,Archdiocese of Indianapolis,C305,Saint Mark School,399,2019,pr
9200,Archdiocese of Indianapolis,C310,Saint Roch School,288,2019,pr
9200,Archdiocese of Indianapolis,C320,Roncalli High School,1188,2019,pr
9200,Archdiocese of Indianapolis,C360,Brebeuf Jesuit Preparatory School,791,2019,pr
9200,Archdiocese of Indianapolis,C390,Holy Spirit School,409,2019,pr
9200,Archdiocese of Indianapolis,C435,Saint Luke School,571,2019,pr
9200,Archdiocese of Indianapolis,C440,Saint Matthew School,421,2019,pr
9200,Archdiocese of Indianapolis,C445,Saint Monica School,397,2019,pr
9200,Archdiocese of Indianapolis,C450,Saint Pius X School,413,2019,pr
9200,Archdiocese of Indianapolis,C545,Holy Name Catholic School,249,2019,pr
9200,Archdiocese of Indianapolis,C585,Christ The King School,314,2019,pr
9200,Archdiocese of Indianapolis,C590,Holy Angels Catholic School,151,2019,pr
9200,Archdiocese of Indianapolis,C595,Holy Cross Central School,229,2019,pr
9200,Archdiocese of Indianapolis,C600,Immaculate Heart of Mary School,406,2019,pr
9200,Archdiocese of Indianapolis,C605,Our Lady Of Lourdes School,225,2019,pr
9200,Archdiocese of Indianapolis,C615,St Anthony Catholic School,272,2019,pr
9200,Archdiocese of Indianapolis,C623,Providence Cristo Rey High School,222,2019,pr
9200,Archdiocese of Indianapolis,C625,Central Catholic School,259,2019,pr
9200,Archdiocese of Indianapolis,C645,Saint Joan Of Arc School,377,2019,pr
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,347,2019,pr
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,285,2019,pr
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,688,2019,pr
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,333,2019,pr
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,193,2019,pr
9200,Archdiocese of Indianapolis,C700,Cathedral High School,1099,2019,pr
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,714,2019,pr
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,427,2019,pr
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,653,2019,pr
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,203,2019,pr
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,422,2019,pr
9200,Archdiocese of Indianapolis,D130,Saint Louis School,316,2019,pr
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,219,2019,pr
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,117,2019,pr
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,131,2019,pr
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,346,2019,pr
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,253,2019,pr
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,156,2019,pr
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,180,2019,pr
9205,Diocese of Gary,B760,Andrean High School,414,2019,pr
9205,Diocese of Gary,B775,Saint Michael School,209,2019,pr
9205,Diocese of Gary,B780,Saint John Evangelist School,396,2019,pr
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,497,2019,pr
9205,Diocese of Gary,B865,St Stanislaus School,220,2019,pr
9205,Diocese of Gary,B930,Saint Mary School,212,2019,pr
9205,Diocese of Gary,B950,Saint Casimir School,387,2019,pr
9205,Diocese of Gary,B960,Saint John Bosco School,214,2019,pr
9205,Diocese of Gary,B965,Saint John The Baptist School,368,2019,pr
9205,Diocese of Gary,B970,Bishop Noll Institute,460,2019,pr
9205,Diocese of Gary,C025,Our Lady Of Grace School,145,2019,pr
9205,Diocese of Gary,C060,Saint Thomas More School,439,2019,pr
9205,Diocese of Gary,C105,Notre Dame Catholic School,198,2019,pr
9205,Diocese of Gary,C110,Queen Of All Saints School,158,2019,pr
9205,Diocese of Gary,C120,Saint Stanislaus Kostka School,121,2019,pr
9205,Diocese of Gary,C125,Marquette Catholic High School,247,2019,pr
9205,Diocese of Gary,D050,Saint Patrick School,290,2019,pr
9205,Diocese of Gary,D065,Nativity of Our Savior School,180,2019,pr
9205,Diocese of Gary,D085,Saint Paul Catholic School,220,2019,pr
9210,Diocese of Lafayette Catholic Sch,A470,Sacred Heart School,83,2019,pr
9210,Diocese of Lafayette Catholic Sch,A790,Saint Lawrence School,59,2019,pr
9210,Diocese of Lafayette Catholic Sch,A795,Saint Mary School,163,2019,pr
9210,Diocese of Lafayette Catholic Sch,B155,Saint Paul Parish School,96,2019,pr
9210,Diocese of Lafayette Catholic Sch,B215,Our Lady Of Mt Carmel School,621,2019,pr
9210,Diocese of Lafayette Catholic Sch,B216,Saint Maria Goretti School,422,2019,pr
9210,Diocese of Lafayette Catholic Sch,B227,Saint Louis de Montfort School,501,2019,pr
9210,Diocese of Lafayette Catholic Sch,B246,Our Lady of Grace School,311,2019,pr
9210,Diocese of Lafayette Catholic Sch,B249,Guerin Catholic High School,761,2019,pr
9210,Diocese of Lafayette Catholic Sch,B395,Sts Joan of Arc & Patrick School,265,2019,pr
9210,Diocese of Lafayette Catholic Sch,B475,Saint Augustine School,88,2019,pr
9210,Diocese of Lafayette Catholic Sch,C190,Saint Mary School,107,2019,pr
9210,Diocese of Lafayette Catholic Sch,C211,Holy Cross School,196,2019,pr
9210,Diocese of Lafayette Catholic Sch,D415,Central Catholic Jr-Sr High School,462,2019,pr
9210,Diocese of Lafayette Catholic Sch,D420,Saint Boniface School,127,2019,pr
9210,Diocese of Lafayette Catholic Sch,D425,Saint Lawrence Elementary School,267,2019,pr
9210,Diocese of Lafayette Catholic Sch,D430,Saint Mary Cathedral School,223,2019,pr
9215,Diocese of Evansville,A660,Washington Catholic Mid/High Sch,162,2019,pr
9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,315,2019,pr
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,555,2019,pr
9215,Diocese of Evansville,B105,St Joseph School,128,2019,pr
9215,Diocese of Evansville,B115,Holy Cross School,190,2019,pr
9215,Diocese of Evansville,B120,Saint James School,209,2019,pr
9215,Diocese of Evansville,B125,Saints Peter & Paul School,195,2019,pr
9215,Diocese of Evansville,B560,Rivet Middle & High School,158,2019,pr
9215,Diocese of Evansville,B565,Flaget Elementary School,274,2019,pr
9215,Diocese of Evansville,D095,St Matthew School,102,2019,pr
9215,Diocese of Evansville,D100,St Philip School,217,2019,pr
9215,Diocese of Evansville,D105,Saint Wendel School,205,2019,pr
9215,Diocese of Evansville,D370,St Bernard Catholic School,120,2019,pr
9215,Diocese of Evansville,D530,Mater Dei High School,497,2019,pr
9215,Diocese of Evansville,D535,Reitz Memorial High School,609,2019,pr
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,154,2019,pr
9215,Diocese of Evansville,D550,Corpus Christi School,253,2019,pr
9215,Diocese of Evansville,D555,Good Shepherd School,313,2019,pr
9215,Diocese of Evansville,D560,Holy Redeemer School,203,2019,pr
9215,Diocese of Evansville,D565,Holy Rosary School,373,2019,pr
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,156,2019,pr
9215,Diocese of Evansville,D580,Westside Catholic School,189,2019,pr
9215,Diocese of Evansville,D590,St Benedict Cathedral School,362,2019,pr
9215,Diocese of Evansville,D605,Saint Joseph School,198,2019,pr
9215,Diocese of Evansville,D610,Resurrection School,373,2019,pr
9215,Diocese of Evansville,D815,Saint John The Baptist School,359,2019,pr
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,300,2019,pr
9220,Diocese of Fort Wayne - South Bend,A104,Saint Elizabeth Seton Catholic Sch,526,2019,pr
9220,Diocese of Fort Wayne - South Bend,A106,Our Lady School,136,2019,pr
9220,Diocese of Fort Wayne - South Bend,A120,Bishop Dwenger High School,1015,2019,pr
9220,Diocese of Fort Wayne - South Bend,A125,Bishop Luers High School,542,2019,pr
9220,Diocese of Fort Wayne - South Bend,A130,Most Precious Blood School,264,2019,pr
9220,Diocese of Fort Wayne - South Bend,A135,Queen Of Angels School,185,2019,pr
9220,Diocese of Fort Wayne - South Bend,A145,Saint Charles Borromeo School,741,2019,pr
9220,Diocese of Fort Wayne - South Bend,A150,Saint John The Baptist School,236,2019,pr
9220,Diocese of Fort Wayne - South Bend,A155,Saint Joseph Catholic School,178,2019,pr
9220,Diocese of Fort Wayne - South Bend,A160,Saint Jude Elementary School,450,2019,pr
9220,Diocese of Fort Wayne - South Bend,A175,Saint Therese School,215,2019,pr
9220,Diocese of Fort Wayne - South Bend,A180,Saint Vincent DePaul School,747,2019,pr
9220,Diocese of Fort Wayne - South Bend,A270,Saint Aloysius Catholic School,86,2019,pr
9220,Diocese of Fort Wayne - South Bend,A340,Saint Rose of Lima School,77,2019,pr
9220,Diocese of Fort Wayne - South Bend,A350,St Joseph Hessen Cassel Cath Sch,133,2019,pr
9220,Diocese of Fort Wayne - South Bend,A355,Saint John The Baptist Catholic,261,2019,pr
9220,Diocese of Fort Wayne - South Bend,A360,Saint Louis Besancon Catholic Sch,149,2019,pr
9220,Diocese of Fort Wayne - South Bend,A735,Saint Joseph School,87,2019,pr
9220,Diocese of Fort Wayne - South Bend,A975,St Thomas The Apostle School,223,2019,pr
9220,Diocese of Fort Wayne - South Bend,A980,St Vincent de Paul School,204,2019,pr
9220,Diocese of Fort Wayne - South Bend,B020,St John Evangelist School,177,2019,pr
9220,Diocese of Fort Wayne - South Bend,B418,Huntington Catholic School,142,2019,pr
9220,Diocese of Fort Wayne - South Bend,B605,Sacred Heart School,190,2019,pr
9220,Diocese of Fort Wayne - South Bend,C855,Saint Michael School,162,2019,pr
9220,Diocese of Fort Wayne - South Bend,C980,Saint Mary Elementary School,150,2019,pr
9220,Diocese of Fort Wayne - South Bend,D164,St Pius X Catholic School,631,2019,pr
9220,Diocese of Fort Wayne - South Bend,D165,Marian High School,645,2019,pr
9220,Diocese of Fort Wayne - South Bend,D177,Mishawaka Catholic School,264,2019,pr
9220,Diocese of Fort Wayne - South Bend,D198,Queen of Peace School,242,2019,pr
9220,Diocese of Fort Wayne - South Bend,D225,Saint Joseph High School,857,2019,pr
9220,Diocese of Fort Wayne - South Bend,D230,Christ The King School,434,2019,pr
9220,Diocese of Fort Wayne - South Bend,D235,Corpus Christi School,194,2019,pr
9220,Diocese of Fort Wayne - South Bend,D240,Holy Cross School,275,2019,pr
9220,Diocese of Fort Wayne - South Bend,D245,Holy Family School,246,2019,pr
9220,Diocese of Fort Wayne - South Bend,D250,Our Lady Of Hungary School,214,2019,pr
9220,Diocese of Fort Wayne - South Bend,D255,Saint Adalbert School,233,2019,pr
9220,Diocese of Fort Wayne - South Bend,D260,Saint Anthony De Padua School,291,2019,pr
9220,Diocese of Fort Wayne - South Bend,D265,Saint John The Baptist School,69,2019,pr
9220,Diocese of Fort Wayne - South Bend,D270,Saint Joseph School,477,2019,pr
9220,Diocese of Fort Wayne - South Bend,D275,Saint Jude Catholic School,200,2019,pr
9220,Diocese of Fort Wayne - South Bend,D285,Saint Matthew Cathedral School,349,2019,pr
9220,Diocese of Fort Wayne - South Bend,D805,Saint Bernard Elementary School,76,2019,pr
9230,Lutheran Schools of Indiana,A040,St Peter Immanuel Lutheran School,47,2019,pr
9230,Lutheran Schools of Indiana,A045,Wyneken Memorial Lutheran School,211,2019,pr
9230,Lutheran Schools of Indiana,A195,Concordia Lutheran High School,740,2019,pr
