corp_name,corp_id,STATEFP,UNSDLEA,AFFGEOID,GEOID,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry
West Clark Community Schools,0940,18,00212,9700000US1800212,1800212,IN,Indiana,00,361967670,2801961,"list(list(c(-85.994633, -85.993901, -85.994147, -85.994011, -85.99394, -85.99298, -85.993317, -85.990666, -85.973828, -85.969339, -85.966182, -85.956195, -85.956229, -85.957102, -85.934679, -85.927624, -85.921395, -85.913374, -85.903265, -85.884776, -85.884574, -85.884708, -85.866268, -85.866341, -85.847588, -85.847893, -85.821162, -85.821457, -85.812158, -85.812343, -85.802994, -85.803143, -85.793629, -85.793584, -85.781355, -85.765665, -85.765478, -85.756924, -85.749963, -85.723834, -85.708062, 
-85.698236, -85.694009, -85.688692, -85.687999, -85.683822, -85.683575, -85.67725, -85.676767, -85.672178, -85.665789, -85.6671, -85.670762, -85.693523, -85.69487, -85.726485, -85.73516, -85.730386, -85.712868, -85.723874, -85.715015, -85.713469, -85.719914, -85.724516, -85.729059, -85.728399, -85.735643, -85.73696, -85.74252, -85.75188, -85.764787, -85.770573, -85.774257, -85.779213, -85.792783, -85.794037, -85.796915, -85.796593, -85.802695, -85.803627, -85.805655, -85.80651, -85.808961, -85.808939, 
-85.809236, -85.810462, -85.809082, -85.808929, -85.807259, -85.806137, -85.795105, -85.807587, -85.807716, -85.828003, -85.829356, -85.883281, -85.893803, -85.905839, -85.917624, -85.920405, -85.949308, -85.966719, -85.966888, -85.976116, -85.99463, -85.99462, -85.994633, 38.429686, 38.432695, 38.453362, 38.472285, 38.473948, 38.473964, 38.48854, 38.488578, 38.488732, 38.488804, 38.488854, 38.488956, 38.499053, 38.501949, 38.502291, 38.50257, 38.502458, 38.502656, 38.502568, 38.503469, 38.5088, 
38.518152, 38.518425, 38.547095, 38.54714, 38.561269, 38.561418, 38.57539, 38.575553, 38.582911, 38.58301, 38.590261, 38.590333, 38.604814, 38.605076, 38.605469, 38.605483, 38.605575, 38.605848, 38.605534, 38.589074, 38.578512, 38.573419, 38.568386, 38.568809, 38.564354, 38.564179, 38.557383, 38.556602, 38.552399, 38.545455, 38.544622, 38.54278, 38.529597, 38.528957, 38.511123, 38.50628, 38.500975, 38.481678, 38.475634, 38.465919, 38.464233, 38.460704, 38.4617, 38.459333, 38.458582, 38.454455, 38.450872, 
38.448073, 38.442608, 38.435162, 38.432001, 38.429609, 38.427631, 38.442919, 38.444456, 38.445575, 38.446206, 38.443845, 38.444844, 38.44358, 38.441442, 38.440953, 38.436686, 38.42917, 38.429307, 38.426575, 38.42569, 38.425381, 38.42461, 38.412487, 38.405212, 38.40437, 38.404321, 38.404307, 38.404162, 38.404048, 38.404127, 38.403843, 38.403919, 38.403582, 38.403659, 38.410932, 38.410882, 38.410921, 38.418345, 38.429686)))"
Garrett-Keyser-Butler Community School Corporation,1820,18,07230,9700000US1807230,1807230,IN,Indiana,00,87278636,631534,"list(list(c(-85.575727, -85.575675, -85.575623, -85.555822, -85.552883, -85.53653, -85.518974, -85.49996, -85.471016, -85.466498, -85.463491, -85.461714, -85.456682, -85.454015, -85.452289, -85.44739, -85.443794, -85.442684, -85.442681, -85.442737, -85.442744, -85.442703, -85.442687, -85.442671, -85.442679, -85.442659, -85.442655, -85.44268, -85.44269, -85.442679, -85.442872, -85.447415, -85.518402, -85.521149, -85.556933, -85.575982, -85.575727, 40.1717, 40.179041, 40.21892, 40.218918, 40.218425, 
40.219129, 40.218984, 40.219161, 40.219337, 40.219334, 40.219317, 40.219108, 40.219004, 40.219002, 40.219087, 40.219081, 40.219079, 40.219079, 40.218367, 40.200075, 40.200023, 40.197686, 40.192469, 40.191283, 40.187554, 40.18563, 40.185399, 40.178379, 40.171126, 40.163884, 40.149444, 40.149227, 40.149037, 40.149048, 40.149284, 40.149601, 40.1717)))"
Metropolitan School District Steuben County,7615,18,08040,9700000US1808040,1808040,IN,Indiana,00,283307964,61073,"list(list(c(-86.242992, -86.242812, -86.236438, -86.222285, -86.18413, -86.127113, -86.069994, -86.060645, -85.994573, -85.975506, -85.918662, -85.862117, -85.862296, -85.861588, -85.931273, -85.932814, -85.966239, -85.995, -86.032259, -86.08907, -86.108041, -86.126894, -86.126828, -86.183748, -86.221915, -86.231206, -86.24276, -86.242893, -86.242952, -86.242992, 40.373661, 40.402914, 40.402971, 40.40315, 40.403562, 40.404337, 40.405058, 40.405198, 40.405983, 40.406227, 40.406524, 40.406889, 40.378367, 
40.334744, 40.33443, 40.334344, 40.333988, 40.33364, 40.333074, 40.33254, 40.332269, 40.331992, 40.310096, 40.309603, 40.308965, 40.309088, 40.30876, 40.337481, 40.344742, 40.373661)))"
Metropolitan School District Southwest Allen County Schools,0125,18,00030,9700000US1800030,1800030,IN,Indiana,00,175389912,227743,"list(list(c(-85.337024, -85.307117, -85.274922, -85.226748, -85.226679, -85.226573, -85.226587, -85.226774, -85.226748, -85.226687, -85.227909, -85.231464, -85.230967, -85.233056, -85.230144, -85.228336, -85.226581, -85.226969, -85.227739, -85.226745, -85.236685, -85.236417, -85.245317, -85.237462, -85.226412, -85.22439, -85.223389, -85.27018, -85.271122, -85.286056, -85.290203, -85.33603, -85.335962, -85.335687, -85.335667, -85.335703, -85.335381, -85.335666, -85.335643, -85.336097, -85.336237, 
-85.336527, -85.336781, -85.337024, 41.089723, 41.089592, 41.089371, 41.088904, 41.081909, 41.074457, 41.059814, 41.054725, 41.053446, 41.051365, 41.051088, 41.050326, 41.047427, 41.045223, 41.043025, 41.043527, 41.044238, 41.043851, 41.03013, 41.016308, 41.016264, 41.008855, 41.008406, 41.002038, 41.001897, 40.960583, 40.916985, 40.917062, 40.917063, 40.917043, 40.917038, 40.917082, 40.931496, 40.94597, 40.946377, 40.960457, 41.001593, 41.00251, 41.00525, 41.033839, 41.044669, 41.059068, 41.075025, 
41.089723)))"
Bartholomew Consolidated School Corporation,0365,18,00360,9700000US1800360,1800360,IN,Indiana,00,773337225,6336852,"list(list(c(-86.081824, -86.006704, -86.006907, -86.006913, -86.007407, -86.007622, -86.0084, -86.000708, -85.999141, -85.997332, -85.99423, -85.987271, -85.987144, -85.9815, -85.978699, -85.979326, -85.973968, -85.972695, -85.972695, -85.973581, -85.973653, -85.973106, -85.974123, -85.973586, -85.97465, -85.973771, -85.972634, -85.973046, -85.972199, -85.971835, -85.973019, -85.973965, -85.975481, -85.977115, -85.978842, -85.979501, -85.980206, -85.981601, -85.983883, -85.984834, -85.985306, -85.984435, 
-85.982474, -85.983683, -85.98511, -85.9867, -85.988145, -85.987982, -85.985392, -85.987337, -85.992154, -85.993605, -85.993141, -85.990014, -85.988127, -85.983263, -85.977935, -85.977678, -85.976822, -85.968865, -85.963199, -85.952005, -85.94282, -85.942641, -85.942347, -85.870936, -85.870571, -85.85746, -85.858525, -85.863972, -85.864498, -85.863902, -85.864684, -85.864161, -85.862714, -85.861355, -85.859973, -85.862752, -85.86417, -85.862556, -85.859874, -85.859, -85.859019, -85.861291, -85.862532, 
-85.863996, -85.865303, -85.863833, -85.86416, -85.866618, -85.869121, -85.87019, -85.869979, -85.872101, -85.875328, -85.876624, -85.878618, -85.882023, -85.882081, -85.885517, -85.886129, -85.888478, -85.891258, -85.894261, -85.894888, -85.893857, -85.893598, -85.892212, -85.893259, -85.895284, -85.896371, -85.899184, -85.90124, -85.901299, -85.902813, -85.901501, -85.901525, -85.903645, -85.904168, -85.905582, -85.907893, -85.907421, -85.908117, -85.908696, -85.910049, -85.913192, -85.914893, 
-85.915696, -85.917648, -85.917293, -85.921444, -85.922761, -85.922033, -85.923566, -85.923567, -85.922145, -85.920249, -85.919971, -85.922, -85.922164, -85.92106, -85.912782, -85.883032, -85.881183, -85.857309, -85.854884, -85.833565, -85.799929, -85.771487, -85.76137, -85.752637, -85.724099, -85.705485, -85.695906, -85.693857, -85.686659, -85.68665, -85.686822, -85.686991, -85.686991, -85.687277, -85.687161, -85.687294, -85.687103, -85.686783, -85.743315, -85.761758, -85.762443, -85.771119, -85.774355, 
-85.799834, -85.799712, -85.798804, -85.800835, -85.804207, -85.807454, -85.810393, -85.812842, -85.812391, -85.815777, -85.816454, -85.819277, -85.821202, -85.822851, -85.824448, -85.826737, -85.828264, -85.832961, -85.83949, -85.841128, -85.843095, -85.847141, -85.847245, -85.847279, -85.849709, -85.851401, -85.853765, -85.856071, -85.85774, -85.860358, -85.862447, -85.862335, -85.859497, -85.85898, -85.860498, -85.873671, -85.877471, -85.884749, -85.905627, -85.90724, -85.909335, -85.960931, -85.983813, 
-86.022534, -86.061733, -86.079899, -86.080272, -86.08093, -86.07903, -86.079225, -86.07928, -86.079362, -86.079853, -86.08024, -86.080294, -86.080682, -86.080774, -86.081248, -86.081685, -86.081824, 39.226288, 39.227903, 39.237423, 39.237768, 39.257165, 39.257567, 39.273871, 39.274176, 39.274839, 39.27657, 39.280552, 39.282872, 39.285936, 39.286172, 39.28753, 39.289688, 39.290402, 39.290459, 39.292789, 39.295408, 39.297413, 39.299613, 39.303249, 39.305331, 39.307108, 39.310473, 39.311562, 39.313286, 
39.313814, 39.316577, 39.317701, 39.319943, 39.31976, 39.31776, 39.318332, 39.321178, 39.322372, 39.321486, 39.321475, 39.322679, 39.326454, 39.327505, 39.327529, 39.333525, 39.334366, 39.335537, 39.336907, 39.338095, 39.341832, 39.343701, 39.343901, 39.345008, 39.346543, 39.346587, 39.346702, 39.346665, 39.346621, 39.346622, 39.346747, 39.346899, 39.347048, 39.347373, 39.347584, 39.347589, 39.347599, 39.349259, 39.34925, 39.349312, 39.34715, 39.346842, 39.345633, 39.343924, 39.341981, 39.340675, 
39.339813, 39.340227, 39.339046, 39.336492, 39.33292, 39.331695, 39.332164, 39.331131, 39.329738, 39.327569, 39.327131, 39.327674, 39.326177, 39.324646, 39.322903, 39.322146, 39.321529, 39.322357, 39.324137, 39.323842, 39.326376, 39.326314, 39.325066, 39.324891, 39.326489, 39.326685, 39.325384, 39.325148, 39.320757, 39.319102, 39.316337, 39.315824, 39.314369, 39.313714, 39.31013, 39.31016, 39.308423, 39.305493, 39.30546, 39.30397, 39.301877, 39.299938, 39.298947, 39.296846, 39.292077, 39.289769, 
39.287461, 39.283897, 39.281711, 39.280291, 39.279507, 39.276372, 39.275487, 39.274255, 39.273926, 39.27275, 39.269166, 39.26673, 39.264783, 39.264172, 39.263177, 39.262307, 39.262207, 39.261376, 39.260468, 39.25949, 39.259525, 39.259674, 39.260175, 39.260239, 39.260539, 39.260638, 39.260679, 39.261512, 39.261564, 39.261403, 39.261617, 39.261562, 39.261565, 39.261573, 39.261585, 39.261416, 39.261348, 39.248331, 39.233711, 39.233035, 39.189681, 39.189026, 39.185605, 39.160123, 39.130859, 39.130308, 
39.129464, 39.129259, 39.129177, 39.129146, 39.128897, 39.127453, 39.068536, 39.069084, 39.070798, 39.070742, 39.069647, 39.069748, 39.06836, 39.069466, 39.070888, 39.069094, 39.06875, 39.069711, 39.06636, 39.065436, 39.063587, 39.063663, 39.062176, 39.063208, 39.060893, 39.059826, 39.056512, 39.05523, 39.054977, 39.055665, 39.054845, 39.051567, 39.04993, 39.049678, 39.048919, 39.046537, 39.044776, 39.043021, 39.040921, 39.040647, 39.040397, 39.040533, 39.040357, 39.040374, 39.040279, 39.038145, 
39.037768, 39.036766, 39.036, 39.036017, 39.05027, 39.079633, 39.079641, 39.094471, 39.098623, 39.104827, 39.126971, 39.149633, 39.152543, 39.168336, 39.171906, 39.197351, 39.219382, 39.226288)))"
Western Boone County Community School District,0615,18,12990,9700000US1812990,1812990,IN,Indiana,00,569744282,488973,"list(list(c(-86.695821, -86.69576, -86.69571, -86.695701, -86.695804, -86.6762, -86.618788, -86.61835, -86.616208, -86.581191, -86.57206, -86.46779, -86.431816, -86.366019, -86.356454, -86.3566, -86.35638, -86.37542, -86.455088, -86.468211, -86.479013, -86.53466, -86.53473, -86.544154, -86.54437, -86.5446, -86.54468, -86.554347, -86.554207, -86.55416, -86.549424, -86.549313, -86.54454, -86.544603, -86.54024, -86.536219, -86.534972, -86.534973, -86.534948, -86.534074, -86.530258, -86.530193, -86.502038, 
-86.50053, -86.468773, -86.450957, -86.450892, -86.44618, -86.446044, -86.45093, -86.45091, -86.450784, -86.450104, -86.44985, -86.46867, -86.506028, -86.534309, -86.54371, -86.576157, -86.581584, -86.587706, -86.59588, -86.61604, -86.61869, -86.619427, -86.621092, -86.628577, -86.632246, -86.634412, -86.638562, -86.65723, -86.695071, -86.695155, -86.695202, -86.695299, -86.69537, -86.695574, -86.695358, -86.695781, -86.695821, 40.039949, 40.08082, 40.0984, 40.143527, 40.178657, 40.179, 40.178476, 
40.178589, 40.178319, 40.177701, 40.17767, 40.17704, 40.177001, 40.177825, 40.178109, 40.12712, 40.09833, 40.09769, 40.097482, 40.097448, 40.097204, 40.09728, 40.08278, 40.082826, 40.04008, 40.03864, 40.01726, 40.01726, 40.008077, 39.995551, 39.995572, 39.986459, 39.986397, 39.981, 39.98094, 39.981027, 39.981008, 39.983056, 39.984537, 39.984545, 39.984582, 39.995499, 39.995659, 39.995532, 39.996072, 39.996248, 39.988723, 39.98878, 39.977916, 39.977888, 39.96682, 39.9522, 39.952203, 39.923297, 39.92278, 
39.922912, 39.922822, 39.922792, 39.922692, 39.92282, 39.922734, 39.9227, 39.922682, 39.9227, 39.922647, 39.922767, 39.922796, 39.9228, 39.9228, 39.922806, 39.92309, 39.92277, 39.937429, 39.952354, 39.955804, 39.98615, 39.995856, 40.000003, 40.010581, 40.039949)))"
Brown County School Corporation,0670,18,00960,9700000US1800960,1800960,IN,Indiana,00,808043850,12025990,"list(list(c(-86.381395, -86.362345, -86.326076, -86.323681, -86.309074, -86.289679, -86.256691, -86.254636, -86.251684, -86.234342, -86.162713, -86.1621, -86.14431, -86.14424, -86.139569, -86.123194, -86.102763, -86.094815, -86.085601, -86.084421, -86.084098, -86.084094, -86.083377, -86.082623, -86.08241, -86.08204, -86.081824, -86.081685, -86.081248, -86.080774, -86.080682, -86.080294, -86.08024, -86.079853, -86.079362, -86.07928, -86.079225, -86.07903, -86.08093, -86.080272, -86.172367, -86.244444, 
-86.244476, -86.2998, -86.318133, -86.336993, -86.350756, -86.370066, -86.369211, -86.369168, -86.369456, -86.36911, -86.369693, -86.370192, -86.370292, -86.370392, -86.371993, -86.372193, -86.372202, -86.372435, -86.372424, -86.372408, -86.379937, -86.381395, 39.339752, 39.340061, 39.34079, 39.341039, 39.341082, 39.34137, 39.34184, 39.341682, 39.341672, 39.341927, 39.342626, 39.34283, 39.34315, 39.34316, 39.343063, 39.343413, 39.343845, 39.344003, 39.344189, 39.327972, 39.299914, 39.299638, 39.25599, 
39.255964, 39.246809, 39.233841, 39.226288, 39.219382, 39.197351, 39.171906, 39.168336, 39.152543, 39.149633, 39.126971, 39.104827, 39.098623, 39.094471, 39.079641, 39.079633, 39.05027, 39.048556, 39.048357, 39.049171, 39.048861, 39.04881, 39.048947, 39.048687, 39.048375, 39.061733, 39.076826, 39.081152, 39.089643, 39.143761, 39.15265, 39.165448, 39.178648, 39.223556, 39.238083, 39.238283, 39.249016, 39.250667, 39.250905, 39.25108, 39.339752)))"
Lewis Cass Schools,0815,18,10680,9700000US1810680,1810680,IN,Indiana,00,408595433,2028422,"list(list(c(-86.391277, -86.391217, -86.377, -86.372486, -86.35591, -86.356127, -86.3563, -86.356166, -86.355849, -86.354021, -86.349595, -86.347411, -86.346267, -86.340382, -86.336424, -86.328717, -86.321085, -86.31916, -86.315686, -86.313154, -86.309165, -86.304599, -86.29996, -86.293866, -86.29254, -86.288706, -86.282586, -86.27887, -86.271874, -86.268216, -86.265383, -86.264999, -86.264699, -86.264725, -86.264388, -86.263132, -86.25917, -86.258919, -86.258113, -86.256451, -86.251954, -86.248246, 
-86.246807, -86.242295, -86.240677, -86.239381, -86.238237, -86.236473, -86.232938, -86.230047, -86.225407, -86.223563, -86.218052, -86.216212, -86.211257, -86.210009, -86.20751, -86.204136, -86.202062, -86.198844, -86.197266, -86.193922, -86.193201, -86.190419, -86.188519, -86.185546, -86.184677, -86.182283, -86.179121, -86.17647, -86.173452, -86.171665, -86.167992, -86.168243, -86.168306, -86.168858, -86.166923, -86.165725, -86.165837, -86.166623, -86.166649, -86.166693, -86.166316, -86.166186, 
-86.166041, -86.165866, -86.165842, -86.165842, -86.165444, -86.165378, -86.165266, -86.165233, -86.165024, -86.184044, -86.202977, -86.222071, -86.242278, -86.261248, -86.280144, -86.280223, -86.374417, -86.373993, -86.374252, -86.373994, -86.373961, -86.373922, -86.37358, -86.373819, -86.373521, -86.391477, -86.391277, 40.693135, 40.721578, 40.721679, 40.721676, 40.721627, 40.728984, 40.737207, 40.74228, 40.7471, 40.746836, 40.743762, 40.743025, 40.742942, 40.743338, 40.742932, 40.741246, 40.741291, 
40.74099, 40.741239, 40.741936, 40.744055, 40.748019, 40.749125, 40.748723, 40.748897, 40.750609, 40.754032, 40.75477, 40.754949, 40.756293, 40.756668, 40.770195, 40.773398, 40.78133, 40.782359, 40.78565, 40.789805, 40.796002, 40.796822, 40.79777, 40.797151, 40.798778, 40.800344, 40.801152, 40.800904, 40.798431, 40.797374, 40.796973, 40.797369, 40.797182, 40.795936, 40.794421, 40.79125, 40.791327, 40.793875, 40.793837, 40.792742, 40.792474, 40.793371, 40.796997, 40.800787, 40.804372, 40.805903, 40.808519, 
40.809309, 40.812321, 40.814332, 40.816034, 40.816101, 40.817179, 40.816916, 40.8174, 40.816373, 40.793274, 40.785866, 40.743517, 40.743204, 40.742887, 40.728987, 40.678404, 40.676625, 40.674627, 40.671519, 40.66425, 40.657007, 40.649637, 40.64256, 40.641293, 40.634207, 40.633967, 40.605145, 40.584404, 40.562649, 40.562459, 40.562356, 40.562172, 40.561961, 40.561882, 40.561765, 40.561765, 40.561361, 40.59274, 40.594678, 40.597733, 40.604984, 40.605449, 40.648799, 40.651035, 40.69246, 40.692364, 40.693135
)))"
Borden-Henryville School Corporation,0935,18,00212,9700000US1800212,1800212,IN,Indiana,00,361967670,2801961,"list(list(c(-85.994633, -85.993901, -85.994147, -85.994011, -85.99394, -85.99298, -85.993317, -85.990666, -85.973828, -85.969339, -85.966182, -85.956195, -85.956229, -85.957102, -85.934679, -85.927624, -85.921395, -85.913374, -85.903265, -85.884776, -85.884574, -85.884708, -85.866268, -85.866341, -85.847588, -85.847893, -85.821162, -85.821457, -85.812158, -85.812343, -85.802994, -85.803143, -85.793629, -85.793584, -85.781355, -85.765665, -85.765478, -85.756924, -85.749963, -85.723834, -85.708062, 
-85.698236, -85.694009, -85.688692, -85.687999, -85.683822, -85.683575, -85.67725, -85.676767, -85.672178, -85.665789, -85.6671, -85.670762, -85.693523, -85.69487, -85.726485, -85.73516, -85.730386, -85.712868, -85.723874, -85.715015, -85.713469, -85.719914, -85.724516, -85.729059, -85.728399, -85.735643, -85.73696, -85.74252, -85.75188, -85.764787, -85.770573, -85.774257, -85.779213, -85.792783, -85.794037, -85.796915, -85.796593, -85.802695, -85.803627, -85.805655, -85.80651, -85.808961, -85.808939, 
-85.809236, -85.810462, -85.809082, -85.808929, -85.807259, -85.806137, -85.795105, -85.807587, -85.807716, -85.828003, -85.829356, -85.883281, -85.893803, -85.905839, -85.917624, -85.920405, -85.949308, -85.966719, -85.966888, -85.976116, -85.99463, -85.99462, -85.994633, 38.429686, 38.432695, 38.453362, 38.472285, 38.473948, 38.473964, 38.48854, 38.488578, 38.488732, 38.488804, 38.488854, 38.488956, 38.499053, 38.501949, 38.502291, 38.50257, 38.502458, 38.502656, 38.502568, 38.503469, 38.5088, 
38.518152, 38.518425, 38.547095, 38.54714, 38.561269, 38.561418, 38.57539, 38.575553, 38.582911, 38.58301, 38.590261, 38.590333, 38.604814, 38.605076, 38.605469, 38.605483, 38.605575, 38.605848, 38.605534, 38.589074, 38.578512, 38.573419, 38.568386, 38.568809, 38.564354, 38.564179, 38.557383, 38.556602, 38.552399, 38.545455, 38.544622, 38.54278, 38.529597, 38.528957, 38.511123, 38.50628, 38.500975, 38.481678, 38.475634, 38.465919, 38.464233, 38.460704, 38.4617, 38.459333, 38.458582, 38.454455, 38.450872, 
38.448073, 38.442608, 38.435162, 38.432001, 38.429609, 38.427631, 38.442919, 38.444456, 38.445575, 38.446206, 38.443845, 38.444844, 38.44358, 38.441442, 38.440953, 38.436686, 38.42917, 38.429307, 38.426575, 38.42569, 38.425381, 38.42461, 38.412487, 38.405212, 38.40437, 38.404321, 38.404307, 38.404162, 38.404048, 38.404127, 38.403843, 38.403919, 38.403582, 38.403659, 38.410932, 38.410882, 38.410921, 38.418345, 38.429686)))"
Community Schools of Frankfort,1170,18,03660,9700000US1803660,1803660,IN,Indiana,00,104688497,288224,"list(list(c(-86.562748, -86.562399, -86.562136, -86.487248, -86.468418, -86.468293, -86.468001, -86.468214, -86.459435, -86.431992, -86.432018, -86.432024, -86.467871, -86.510699, -86.562321, -86.562327, -86.562327, -86.562239, -86.562215, -86.562194, -86.562806, -86.562748, 40.309802, 40.344159, 40.358681, 40.35844, 40.358369, 40.324085, 40.311933, 40.300668, 40.300764, 40.300899, 40.264418, 40.25734, 40.257118, 40.257182, 40.257177, 40.269804, 40.271855, 40.286487, 40.291214, 40.300631, 40.300765, 
40.309802)))"
Barr-Reeve Community Schools Incorporated,1315,18,00330,9700000US1800330,1800330,IN,Indiana,00,300282566,5679282,"list(list(c(-87.092531, -87.082954, -87.082954, -87.018336, -87.017962, -87.00634, -86.998361, -86.932847, -86.932129, -86.923339, -86.923493, -86.923626, -86.923698, -86.923854, -86.923864, -86.923981, -86.923847, -86.923839, -86.924063, -86.924212, -86.92436, -86.924186, -86.933048, -86.936589, -86.93908, -86.940292, -86.93958, -86.939774, -86.942513, -86.945223, -86.947663, -86.952607, -86.955398, -86.956349, -86.95645, -86.955532, -86.956217, -86.962387, -86.968664, -86.974763, -86.977992, -86.983674, 
-86.993951, -86.995547, -86.996601, -86.998017, -87.000003, -87.004793, -87.007604, -87.011097, -87.012968, -87.015936, -87.019881, -87.023427, -87.025385, -87.02884, -87.033151, -87.035477, -87.036043, -87.035297, -87.035642, -87.035476, -87.073313, -87.09167, -87.091945, -87.092038, -87.092335, -87.092017, -87.092243, -87.092303, -87.092531, 38.727954, 38.727818, 38.727772, 38.727298, 38.727717, 38.728332, 38.72851, 38.730678, 38.730584, 38.730766, 38.710591, 38.69399, 38.685331, 38.665374, 38.66465, 
38.627627, 38.61286, 38.598266, 38.533855, 38.530602, 38.526519, 38.505358, 38.505367, 38.504262, 38.501869, 38.4992, 38.496707, 38.495023, 38.492593, 38.491189, 38.490453, 38.490663, 38.491706, 38.493239, 38.49919, 38.502163, 38.503439, 38.504513, 38.504226, 38.501953, 38.502388, 38.504989, 38.513037, 38.513567, 38.513069, 38.511084, 38.509217, 38.508286, 38.50903, 38.512031, 38.511957, 38.509669, 38.507855, 38.507225, 38.507394, 38.508723, 38.51218, 38.51235, 38.547047, 38.582836, 38.593006, 38.611806, 
38.611645, 38.611592, 38.622452, 38.626117, 38.640568, 38.646153, 38.647923, 38.655224, 38.727954)))"
