corp_name,corp_id,STATEFP,UNSDLEA,AFFGEOID,GEOID,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,geometry
Fairfield Community Schools,2155,18,03480,9700000US1803480,1803480,IN,Indiana,00,279345704,458621,"list(list(c(-85.885797, -85.885754, -85.88582, -85.828379, -85.826918, -85.810084, -85.779706, -85.770212, -85.770545, -85.770581, -85.770643, -85.771214, -85.771861, -85.70505, -85.656718, -85.655906, -85.6553, -85.654747, -85.65391, -85.653563, -85.653507, -85.701675, -85.74417, -85.760127, -85.760443, -85.763133, -85.768708, -85.788535, -85.842696, -85.845929, -85.851632, -85.85593, -85.885824, -85.885797, 41.471555, 41.471688, 41.522349, 41.522462, 41.522435, 41.522514, 41.522786, 41.522837, 
41.546482, 41.548328, 41.551972, 41.581037, 41.609138, 41.609907, 41.610538, 41.58152, 41.552462, 41.523347, 41.487853, 41.480701, 41.436856, 41.43656, 41.436087, 41.43586, 41.435826, 41.43574, 41.435745, 41.435439, 41.435021, 41.435158, 41.43494, 41.43518, 41.435641, 41.471555)))"
Huntington County Community School Corporation,3625,18,04710,9700000US1804710,1804710,IN,Indiana,00,991062905,13127495,"list(list(c(-85.643841, -85.566451, -85.549194, -85.489886, -85.452146, -85.413157, -85.393971, -85.335643, -85.335666, -85.335381, -85.335703, -85.335667, -85.335687, -85.335962, -85.33603, -85.33558, -85.335424, -85.335463, -85.335507, -85.335507, -85.335413, -85.335035, -85.3349, -85.334822, -85.334667, -85.34396, -85.394841, -85.398271, -85.448825, -85.525488, -85.562294, -85.622746, -85.638587, -85.639562, -85.640082, -85.639902, -85.640221, -85.640066, -85.641404, -85.641884, -85.640978, -85.641034, 
-85.64135, -85.64198, -85.642344, -85.643717, -85.643841, 41.002305, 41.003059, 41.003355, 41.004201, 41.005232, 41.005236, 41.00519, 41.00525, 41.00251, 41.001593, 40.960457, 40.946377, 40.94597, 40.931496, 40.917082, 40.874522, 40.859911, 40.830652, 40.820822, 40.819475, 40.800681, 40.742031, 40.712699, 40.68346, 40.654413, 40.654801, 40.653984, 40.653695, 40.653607, 40.653292, 40.653193, 40.653192, 40.653129, 40.696651, 40.740502, 40.740506, 40.757495, 40.758907, 40.827211, 40.847903, 40.849728, 
40.85028, 40.870704, 40.914738, 40.914738, 40.988387, 41.002305)))"
Manchester Community Schools,8045,18,06270,9700000US1806270,1806270,IN,Indiana,00,309041231,2362680,"list(list(c(-85.946436, -85.945402, -85.945505, -85.945636, -85.945561, -85.926333, -85.907475, -85.872251, -85.795814, -85.700198, -85.684181, -85.683354, -85.683198, -85.643841, -85.643717, -85.642344, -85.793014, -85.793473, -85.842557, -85.8514, -85.861118, -85.870805, -85.944713, -85.945427, -85.946436, 40.999195, 40.999256, 41.011431, 41.013779, 41.042876, 41.042583, 41.042928, 41.04305, 41.043588, 41.045685, 41.046716, 41.009055, 41.001909, 41.002305, 40.988387, 40.914738, 40.912654, 40.941819, 
40.942156, 40.941849, 40.941865, 40.942585, 40.942787, 40.964755, 40.999195)))"
Wes-Del Community Schools,1885,18,04500,9700000US1804500,1804500,IN,Indiana,00,201079007,716396,"list(list(c(-85.578589, -85.559415, -85.553485, -85.552303, -85.551129, -85.482869, -85.477896, -85.463052, -85.44433, -85.444323, -85.443974, -85.443695, -85.443479, -85.443296, -85.443027, -85.442797, -85.442782, -85.442719, -85.442691, -85.442684, -85.443794, -85.44739, -85.452289, -85.454015, -85.456682, -85.461714, -85.463491, -85.466498, -85.471016, -85.49996, -85.518974, -85.53653, -85.552883, -85.555822, -85.575623, -85.575869, -85.576388, -85.576513, -85.576696, -85.577018, -85.577581, -85.578908, 
-85.578589, 40.379524, 40.379024, 40.378771, 40.378666, 40.378758, 40.378848, 40.379008, 40.379425, 40.37914, 40.378746, 40.33532, 40.32905, 40.306302, 40.289063, 40.262653, 40.235931, 40.233541, 40.222868, 40.219805, 40.219079, 40.219079, 40.219081, 40.219087, 40.219002, 40.219004, 40.219108, 40.219317, 40.219334, 40.219337, 40.219161, 40.218984, 40.219129, 40.218425, 40.218918, 40.21892, 40.248176, 40.255816, 40.27724, 40.291737, 40.306381, 40.328301, 40.372547, 40.379524)))"
Muncie Community Schools,1970,18,07320,9700000US1807320,1807320,IN,Indiana,00,89311992,695523,"list(list(c(-85.442679, -85.44269, -85.44268, -85.442655, -85.442659, -85.442679, -85.442671, -85.442687, -85.442703, -85.442744, -85.442737, -85.442681, -85.442684, -85.442691, -85.442719, -85.442782, -85.435463, -85.433683, -85.433367, -85.428662, -85.427313, -85.42476, -85.419462, -85.411075, -85.405808, -85.403385, -85.40043, -85.384827, -85.367986, -85.358464, -85.330569, -85.330047, -85.330026, -85.330019, -85.32994, -85.329929, -85.329841, -85.32975, -85.329788, -85.329787, -85.329269, -85.333454, 
-85.380284, -85.390624, -85.393322, -85.394293, -85.442872, -85.442679, 40.163884, 40.171126, 40.178379, 40.185399, 40.18563, 40.187554, 40.191283, 40.192469, 40.197686, 40.200023, 40.200075, 40.218367, 40.219079, 40.219805, 40.222868, 40.233541, 40.233482, 40.233451, 40.233449, 40.23358, 40.233507, 40.233514, 40.233471, 40.233439, 40.233461, 40.233466, 40.233472, 40.233495, 40.233498, 40.233586, 40.233704, 40.219219, 40.208105, 40.207351, 40.201196, 40.200728, 40.196936, 40.193295, 40.191392, 40.191311, 
40.149344, 40.149148, 40.149195, 40.14922, 40.14928, 40.149183, 40.149444, 40.163884)))"
Penn-Harris-Madison School Corporation,7175,18,08760,9700000US1808760,1808760,IN,Indiana,00,329057929,1973050,"list(list(c(-86.215759, -86.21067, -86.208346, -86.196389, -86.196375, -86.193941, -86.193906, -86.190846, -86.190664, -86.185915, -86.185927, -86.182675, -86.180536, -86.180532, -86.179943, -86.179456, -86.179225, -86.180173, -86.180497, -86.179967, -86.176839, -86.17687, -86.172652, -86.172573, -86.171481, -86.167234, -86.159437, -86.157576, -86.150413, -86.14559, -86.143183, -86.138773, -86.138453, -86.138447, -86.138416, -86.114155, -86.114156, -86.10952, -86.109403, -86.109451, -86.109347, -86.109427, 
-86.109427, -86.109354, -86.109389, -86.109584, -86.109608, -86.115737, -86.126852, -86.132803, -86.13726, -86.138103, -86.139933, -86.14523, -86.148063, -86.15286, -86.155303, -86.157504, -86.157767, -86.163791, -86.171171, -86.171706, -86.171823, -86.171108, -86.171166, -86.172587, -86.174403, -86.174697, -86.176675, -86.176872, -86.181599, -86.182044, -86.182992, -86.183318, -86.185592, -86.185658, -86.186944, -86.188563, -86.188608, -86.193148, -86.192896, -86.196581, -86.196615, -86.187345, 
-86.17785, -86.177683, -86.177717, -86.177833, -86.177919, -86.178018, -86.178119, -86.178239, -86.178252, -86.178375, -86.178652, -86.178753691729, -86.1786737148956, -86.1718109783323, -86.1572261604535, -86.127844, -86.12546, -86.12506, -86.10846510178, -86.1084644600434, -86.088419807951, -86.0625749882628, -86.062473, -86.062337, -86.062228, -86.062163, -86.062004, -86.061883, -86.061735, -86.061573, -86.061359, -86.061352, -86.061329, -86.061102, -86.061089, -86.061126, -86.061074, -86.060902, 
-86.060817, -86.061084, -86.060999, -86.060516, -86.060652, -86.060521, -86.060031, -86.059793, -86.059623, -86.05944, -86.059843, -86.059451, -86.117759, -86.127373, -86.156248, -86.185038, -86.18516, -86.185545, -86.185593, -86.195629, -86.195766, -86.19934, -86.205369, -86.20544, -86.215055, -86.215172, -86.215448, -86.215458, -86.21543, -86.215468, -86.215517, -86.215545, -86.215576, -86.215551, -86.215677, -86.215727, -86.215759, 41.651234, 41.651303, 41.651004, 41.650862, 41.647861, 41.647903, 
41.651266, 41.6512, 41.649074, 41.64905, 41.648192, 41.647663, 41.648104, 41.64765, 41.647739, 41.648086, 41.645402, 41.645416, 41.644449, 41.64418, 41.643982, 41.647844, 41.647883, 41.651224, 41.651236, 41.651249, 41.651267, 41.651279, 41.651328, 41.651359, 41.651374, 41.651416, 41.651417, 41.650432, 41.644192, 41.644422, 41.644239, 41.644235, 41.646596, 41.650732, 41.65179, 41.660632, 41.661373, 41.663337, 41.667752, 41.672905, 41.674449, 41.673048, 41.668106, 41.665648, 41.664882, 41.664243, 41.664312, 
41.666112, 41.665579, 41.667568, 41.67231, 41.670748, 41.68029, 41.680348, 41.680537, 41.681253, 41.684073, 41.684062, 41.687464, 41.687464, 41.687464, 41.681529, 41.681868, 41.68751, 41.687483, 41.680403, 41.680396, 41.686816, 41.686862, 41.68562, 41.685598, 41.685597, 41.680333, 41.680286, 41.687548, 41.68752, 41.694726, 41.69482, 41.694922, 41.695314, 41.698584, 41.704012, 41.709491, 41.716464, 41.723984, 41.73035, 41.731398, 41.738488, 41.753014, 41.7602652558283, 41.7602657691287, 41.7603098149498, 
41.760403421964, 41.760592, 41.76056, 41.760576, 41.7605633612332, 41.7605633607445, 41.760548094626, 41.7605284110677, 41.753474, 41.742584, 41.731348, 41.724443, 41.70993, 41.695877, 41.695424, 41.692159, 41.680497, 41.68012, 41.678604, 41.666577, 41.664127, 41.662666, 41.659248, 41.653448, 41.651558, 41.65068, 41.650401, 41.608959, 41.6084, 41.586531, 41.55035, 41.535914, 41.528849, 41.521465, 41.52126, 41.479154, 41.47902, 41.479382, 41.479224, 41.478813, 41.486203, 41.521005, 41.542665, 41.542907, 
41.550113, 41.550082, 41.550033, 41.557307, 41.557177, 41.564452, 41.586186, 41.607697, 41.609921, 41.614965, 41.622251, 41.626678, 41.629497, 41.636713, 41.644115, 41.647614, 41.651234)))"
Cloverdale Community Schools,6750,18,02220,9700000US1802220,1802220,IN,Indiana,00,277298770,6032977,"list(list(c(-86.942409, -86.941763, -86.940206, -86.939981, -86.921806, -86.917296, -86.916047, -86.903992, -86.903617, -86.903568, -86.903334, -86.851144, -86.821112, -86.81051, -86.802157, -86.799535, -86.795873, -86.795061, -86.795038, -86.77373, -86.772021, -86.687532, -86.687561, -86.687574, -86.687466, -86.687474, -86.686875, -86.68571, -86.688433, -86.706134, -86.70593, -86.70593, -86.705499, -86.705303, -86.705165, -86.705049, -86.724152, -86.761082, -86.776103, -86.777123, -86.779728, -86.804234, 
-86.832702, -86.860802, -86.912571, -86.913947, -86.924729, -86.942293, -86.942409, 39.429356, 39.429312, 39.464289, 39.473345, 39.473223, 39.472756, 39.472784, 39.472639, 39.505665, 39.509095, 39.530376, 39.529888, 39.529557, 39.529445, 39.529371, 39.52941, 39.529476, 39.529605, 39.529315, 39.529209, 39.529203, 39.528667, 39.521902, 39.513887, 39.496288, 39.484783, 39.470691, 39.470063, 39.470551, 39.470516, 39.445522, 39.426584, 39.420811, 39.413223, 39.405715, 39.398673, 39.398717, 39.398476, 
39.398429, 39.397854, 39.398855, 39.398672, 39.39907, 39.399478, 39.400082, 39.399949, 39.40013, 39.399912, 39.429356)))"
South Putnam Community Schools,6705,18,10500,9700000US1810500,1810500,IN,Indiana,00,407038256,1003277,"list(list(c(-87.014539, -87.014257, -87.013971, -87.013601, -87.013062, -86.938869, -86.902557, -86.902321, -86.859112, -86.855463, -86.797067, -86.795402, -86.794871, -86.794471, -86.794271, -86.794268, -86.794033, -86.793671, -86.715592, -86.715294, -86.687176, -86.687252, -86.687308, -86.687406, -86.66192, -86.661382, -86.641745, -86.644985, -86.64402, -86.644164, -86.643286, -86.643638, -86.642848, -86.643499, -86.646066, -86.647788, -86.64797, -86.647344, -86.648132, -86.650002, -86.652074, 
-86.65387, -86.654226, -86.655348, -86.655226, -86.65665, -86.657035, -86.655347, -86.651942, -86.653982, -86.654152, -86.655907, -86.655432, -86.658006, -86.657032, -86.659018, -86.658346, -86.659594, -86.658555, -86.65553, -86.656837, -86.658583, -86.656931, -86.656655, -86.65455, -86.655539, -86.654937, -86.653513, -86.65142, -86.649027, -86.64832, -86.651217, -86.650059, -86.650806, -86.653151, -86.651285, -86.651407, -86.653942, -86.654971, -86.656415, -86.657847, -86.65816, -86.66095, -86.66147, 
-86.659843, -86.661783, -86.663247, -86.662283, -86.66404, -86.667564, -86.666936, -86.671547, -86.672729, -86.670377, -86.673779, -86.672899, -86.674766, -86.677214, -86.678109, -86.681083, -86.682793, -86.682545, -86.683345, -86.685389, -86.687561, -86.687532, -86.772021, -86.77373, -86.795038, -86.795061, -86.795873, -86.799535, -86.802157, -86.81051, -86.821112, -86.851144, -86.903334, -86.903568, -86.903617, -86.903992, -86.916047, -86.917296, -86.921806, -86.939981, -86.977051, -87.000013, 
-87.014533, -87.014683, -87.014539, 39.488091, 39.517092, 39.535192, 39.560708, 39.604787, 39.603811, 39.603241, 39.603235, 39.602786, 39.602754, 39.602065, 39.602106, 39.602068, 39.643978, 39.645609, 39.65291, 39.674536, 39.688856, 39.688362, 39.688316, 39.688141, 39.674012, 39.659509, 39.630437, 39.630265, 39.630259, 39.63004, 39.627509, 39.625987, 39.624337, 39.622412, 39.620061, 39.618649, 39.617371, 39.614658, 39.614473, 39.612398, 39.610546, 39.609817, 39.611116, 39.609902, 39.607932, 39.60628, 
39.604772, 39.603597, 39.601395, 39.599306, 39.596774, 39.595694, 39.590997, 39.587741, 39.587338, 39.585881, 39.585188, 39.583776, 39.580846, 39.57991, 39.579206, 39.576298, 39.574743, 39.573297, 39.572726, 39.57236, 39.570709, 39.570128, 39.568723, 39.566377, 39.564601, 39.566104, 39.566172, 39.565441, 39.563709, 39.561783, 39.56048, 39.559645, 39.55203, 39.549992, 39.551966, 39.551516, 39.549091, 39.548962, 39.547423, 39.546981, 39.545974, 39.545079, 39.544322, 39.542364, 39.540437, 39.538683, 
39.536606, 39.53587, 39.536169, 39.535429, 39.533668, 39.530777, 39.529454, 39.528896, 39.529998, 39.527195, 39.527527, 39.526537, 39.523993, 39.522667, 39.521303, 39.521902, 39.528667, 39.529203, 39.529209, 39.529315, 39.529605, 39.529476, 39.52941, 39.529371, 39.529445, 39.529557, 39.529888, 39.530376, 39.509095, 39.505665, 39.472639, 39.472784, 39.472756, 39.473223, 39.473345, 39.473603, 39.473751, 39.473572, 39.478481, 39.488091)))"
New Prairie United School Corporation,4805,18,07560,9700000US1807560,1807560,IN,Indiana,00,405926863,4939016,"list(list(c(-86.70111, -86.699997, -86.699954, -86.6996808813612, -86.6687534960104, -86.6413638204539, -86.641186, -86.640044, -86.5832509264804, -86.5724020009384, -86.524222859982, -86.519318, -86.501773, -86.4744071301407, -86.4552337521191, -86.4261793106695, -86.4145782140992, -86.414209, -86.41401, -86.414027, -86.414252, -86.414028, -86.416007, -86.416606, -86.419233, -86.419044, -86.419068, -86.419078, -86.41909, -86.419093, -86.424787, -86.424652, -86.439293, -86.446701, -86.447645, -86.454765, 
-86.459613, -86.467309, -86.476542, -86.477438, -86.486433, -86.486478, -86.486378, -86.486447, -86.486546, -86.486606, -86.500054, -86.502513, -86.506883, -86.512841, -86.515406, -86.581684, -86.601856, -86.64059, -86.64071, -86.660034, -86.670178, -86.676821, -86.679793, -86.681145, -86.687782, -86.687962, -86.699211, -86.69924, -86.699169, -86.699081, -86.699026, -86.69568, -86.696114, -86.698481, -86.699044, -86.699128, -86.699169, -86.699806, -86.699875, -86.700067, -86.700357, -86.700201, -86.70111, 
41.74996, 41.749953, 41.752209, 41.7598268075055, 41.759724337695, 41.7596335891616, 41.759633, 41.759671, 41.7595656237888, 41.7595454942449, 41.7594561006795, 41.759447, 41.759553, 41.759628747021, 41.7596818177356, 41.7597622386175, 41.7597943497293, 41.707322, 41.696201, 41.686583, 41.64981, 41.646654, 41.646593, 41.643124, 41.643086, 41.638639, 41.628194, 41.624115, 41.618803, 41.616284, 41.616275, 41.604333, 41.601613, 41.595309, 41.594701, 41.592077, 41.588573, 41.585341, 41.577549, 41.576013, 
41.570545, 41.588716, 41.595864, 41.59631, 41.59954, 41.607017, 41.607397, 41.607138, 41.606884, 41.607013, 41.607015, 41.607187, 41.607161, 41.607258, 41.604478, 41.604791, 41.605219, 41.605544, 41.605691, 41.605829, 41.606205, 41.60765, 41.61004, 41.610933, 41.613752, 41.61798, 41.621158, 41.622678, 41.623311, 41.626123, 41.625835, 41.629894, 41.631983, 41.674354, 41.679518, 41.693883, 41.711811, 41.737809, 41.74996)))"
Tri-Township Consolidated School Corporation,4915,18,00107,9700000US1800107,1800107,IN,Indiana,00,249020936,7211,"list(list(c(-86.930662, -86.930216, -86.930173, -86.91835, -86.916349, -86.910337, -86.905122, -86.876597, -86.871775, -86.820888, -86.817395, -86.81386, -86.814607, -86.750196, -86.711754, -86.713602, -86.719406, -86.720827, -86.723478, -86.723778, -86.724493, -86.727271, -86.728638, -86.734779, -86.737156, -86.737434, -86.739995, -86.746308, -86.74867, -86.761338, -86.783473, -86.814652, -86.821852, -86.823673, -86.828485, -86.839261, -86.841547, -86.843902, -86.846946, -86.848806, -86.855218, 
-86.860418, -86.870265, -86.873292, -86.877004, -86.885862, -86.890946, -86.893112, -86.897241, -86.908415, -86.915317, -86.920543, -86.930079, -86.929568, -86.92986, -86.930567, -86.930603, -86.930662, 41.346909, 41.41248, 41.434275, 41.43413, 41.434294, 41.434185, 41.434153, 41.434039, 41.434015, 41.433684, 41.43339, 41.432776, 41.375479, 41.375388, 41.375345, 41.372879, 41.366962, 41.365245, 41.361007, 41.360357, 41.35257, 41.347841, 41.34609, 41.338822, 41.33337, 41.325952, 41.321708, 41.317003, 
41.315252, 41.307617, 41.285465, 41.273501, 41.272225, 41.272074, 41.271134, 41.272016, 41.270657, 41.268519, 41.267339, 41.266793, 41.265835, 41.265645, 41.264553, 41.263269, 41.260187, 41.257653, 41.256373, 41.255324, 41.254615, 41.249134, 41.245923, 41.245028, 41.236798, 41.248849, 41.259418, 41.327971, 41.328086, 41.346909)))"
Adams Central Community Schools,0015,18,00060,9700000US1800060,1800060,IN,Indiana,00,359652434,121486,"list(list(c(-85.072205, -84.996011, -84.995544, -84.956303, -84.941922, -84.939141, -84.937167, -84.934621, -84.932263, -84.928598, -84.927673, -84.918289, -84.915573, -84.906413, -84.903902, -84.902847, -84.899357, -84.899358, -84.880126, -84.880247, -84.880488, -84.880704, -84.872451, -84.872273, -84.8023840981063, -84.8022611069498, -84.80217, -84.8024736320681, -84.802538, -84.8023231601843, -84.802266, -84.802119, -84.8021191106487, -84.802181, -84.802094, -84.802127, -84.802157, -84.802219937838, 
-84.873637, -84.87422, -84.879086, -84.898138, -84.91722, -84.917243, -84.9366, -84.974966, -84.994393, -84.994324, -85.049509, -85.049035, -85.051429, -85.05221, -85.053985, -85.055987, -85.058551, -85.061073, -85.063176, -85.067357, -85.067831, -85.069609, -85.070302, -85.071006, -85.071534, -85.072205, 40.830907, 40.832187, 40.802803, 40.802813, 40.803034, 40.803069, 40.803341, 40.803407, 40.803181, 40.803005, 40.803007, 40.803417, 40.803425, 40.8036, 40.803851, 40.803709, 40.803665, 40.803463, 
40.803514, 40.817822, 40.818664, 40.833289, 40.833419, 40.83341, 40.8346820601262, 40.8151037972909, 40.800601, 40.7716519925498, 40.765515, 40.747177, 40.742298, 40.728163, 40.7281459369047, 40.718602, 40.702476, 40.691405, 40.689324, 40.6747903544875, 40.673498, 40.673451, 40.673336, 40.673067, 40.672989, 40.687562, 40.687577, 40.686452, 40.686023, 40.671085, 40.6704, 40.672967, 40.671895, 40.67199, 40.673875, 40.674933, 40.675152, 40.678424, 40.679127, 40.68298, 40.685089, 40.686832, 40.74312, 
40.743118, 40.800909, 40.830907)))"
Fremont Community Schools,7605,18,03780,9700000US1803780,1803780,IN,Indiana,00,137769227,12222187,"list(list(c(-85.084154, -85.083858, -85.0839746002003, -85.0585399384706, -85.0491667393384, -85.039436, -85.0378937120583, -85.037817, -85.0341571986488, -85.0197766074889, -84.989844548499, -84.972803, -84.971551, -84.9713774220911, -84.961562, -84.96086, -84.9606031303985, -84.942467010251, -84.932484, -84.93238390881, -84.932373015925, -84.9177227960208, -84.8601345265726, -84.825196, -84.8251299096574, -84.818873, -84.805883, -84.8058836606909, -84.806134, -84.806074, -84.806065, -84.806042, 
-84.806018, -84.8060088134515, -84.816339, -84.859865, -84.869024, -84.878705, -84.926988, -84.936929, -84.952579, -84.970618, -85.002277, -85.004599, -85.006042, -85.020138, -85.035911, -85.039947, -85.045286, -85.048051, -85.048104, -85.055491, -85.060008, -85.060345, -85.062019, -85.062238, -85.062965, -85.065578, -85.072206, -85.083641, -85.083977, -85.083932, -85.084154, 41.748116, 41.757958, 41.7598219094441, 41.75991504558, 41.7599493681732, 41.759985, 41.7598097183562, 41.759801, 41.7597765127574, 
41.7596802941406, 41.7594800227274, 41.759366, 41.759527, 41.7595274344226, 41.759552, 41.759438, 41.7594402902456, 41.759601991627, 41.759691, 41.7596912789433, 41.7596913093006, 41.7597321378718, 41.7598926301222, 41.75999, 41.7599907212136, 41.760059, 41.760216, 41.7601709861554, 41.743115, 41.737603, 41.732909, 41.720544, 41.707485, 41.7027384774162, 41.702492, 41.702024, 41.701929, 41.701824, 41.701337, 41.70128, 41.70117, 41.701073, 41.700926, 41.701051, 41.700924, 41.700778, 41.700665, 41.700787, 
41.700942, 41.700803, 41.700587, 41.700523, 41.700526, 41.700573, 41.700899, 41.700788, 41.700832, 41.70053, 41.700452, 41.700456, 41.72464, 41.736722, 41.748116)))"
Mississinewa Community School Corporation,2855,18,06870,9700000US1806870,1806870,IN,Indiana,00,60033844,16191,"list(list(c(-85.672981, -85.667737, -85.662886, -85.653439, -85.645356, -85.644518, -85.640229, -85.631299, -85.631361, -85.625176, -85.621453, -85.615571, -85.605875, -85.600318, -85.596164, -85.568571, -85.55925, -85.558014, -85.557796, -85.557808, -85.557811, -85.557814, -85.558251, -85.561596, -85.562918, -85.567586, -85.571438, -85.574437, -85.577879, -85.580799, -85.584537, -85.588935, -85.591137, -85.595092, -85.596987, -85.597302, -85.597382, -85.634319, -85.635599, -85.644686, -85.672373, 
-85.672555, -85.672656, -85.672615, -85.672404, -85.672435, -85.672609, -85.672625, -85.672778, -85.672966, -85.672981, 40.509357, 40.509296, 40.509334, 40.509407, 40.509541, 40.509664, 40.509425, 40.509468, 40.509577, 40.50964, 40.509338, 40.509341, 40.50944, 40.509576, 40.509524, 40.509812, 40.509471, 40.485892, 40.480545, 40.478117, 40.477011, 40.476305, 40.45709, 40.458575, 40.458362, 40.453939, 40.453231, 40.455816, 40.455766, 40.455814, 40.456858, 40.456498, 40.456874, 40.458986, 40.460709, 
40.461292, 40.453169, 40.452595, 40.452566, 40.451744, 40.451615, 40.479253, 40.480339, 40.487594, 40.492458, 40.49349, 40.499305, 40.499857, 40.507748, 40.509076, 40.509357)))"
Noblesville Schools,3070,18,07650,9700000US1807650,1807650,IN,Indiana,00,121270519,5913914,"list(list(c(-86.090347, -86.090329, -86.090319, -86.075971, -86.075391, -86.061729, -86.047214, -86.040681, -86.039668, -86.037263, -86.033193, -86.028211, -86.013844, -85.995013, -85.966318, -85.962261, -85.95864, -85.957855, -85.957831, -85.957829, -85.957086, -85.957039, -85.956991, -85.956976, -85.956954, -85.956973, -85.956829, -85.956816, -85.956834, -85.956668, -85.956744, -85.980351, -85.982137, -85.994467, -86.004232, -86.007469, -86.00877, -86.011429, -86.012372, -86.012662, -86.012998, 
-86.013941, -86.015119, -86.019323, -86.01943, -86.023229, -86.033803, -86.042138, -86.044517, -86.057446, -86.059779, -86.061109, -86.062132, -86.063897, -86.070538, -86.080148, -86.083494, -86.083535, -86.085187, -86.085224, -86.089641, -86.089644, -86.089749, -86.089778, -86.089749, -86.089747, -86.089753, -86.089768, -86.089768, -86.089786, -86.08981, -86.089839, -86.089877, -86.09027, -86.090312, -86.09031, -86.090304, -86.090304, -86.090304, -86.090304, -86.090306, -86.090321, -86.0903, -86.090314, 
-86.090325, -86.09033, -86.090344, -86.090347, 40.084048, 40.093989, 40.101269, 40.101428, 40.101433, 40.101622, 40.101717, 40.101722, 40.101722, 40.101696, 40.101672, 40.101796, 40.102134, 40.101735, 40.102243, 40.102436, 40.1025, 40.07541, 40.046593, 40.046438, 40.046585, 40.041338, 40.037983, 40.036692, 40.033795, 40.030456, 40.015854, 40.014048, 40.009828, 40.008921, 40.001139, 40.001031, 40.00103, 40.000852, 40.00081, 40.000776, 40.00076, 40.000724, 40.000704, 40.000683, 40.000643, 40.000471, 
40.000348, 40.000249, 40.000248, 40.000205, 40.000056, 40.000109, 40.000242, 40.0004, 40.000361, 40.00031, 40.000265, 40.000257, 40.000226, 40.00023, 40.00023, 40.000568, 40.000599, 40.000227, 40.000231, 40.000454, 40.018948, 40.022001, 40.027, 40.027285, 40.032899, 40.036475, 40.036554, 40.038208, 40.040256, 40.043051, 40.04396, 40.044815, 40.044989, 40.045482, 40.046563, 40.04661, 40.046688, 40.046797, 40.05034, 40.055766, 40.064886, 40.068998, 40.077937, 40.078881, 40.083036, 40.084048)))"
Beech Grove City Schools,5380,18,00450,9700000US1800450,1800450,IN,Indiana,00,11235126,0,"list(list(c(-86.111309, -86.101742, -86.101773, -86.098566, -86.092207, -86.092194, -86.090227, -86.088089, -86.082644, -86.082645, -86.08235, -86.076163, -86.073119, -86.073432, -86.069161, -86.056571, -86.052267, -86.055055, -86.058458, -86.062212, -86.068903, -86.075978, -86.082168, -86.082685, -86.082662, -86.082542, -86.091915, -86.09614, -86.096315, -86.096324, -86.099023, -86.099041, -86.09708, -86.096454, -86.096459, -86.095839, -86.09582, -86.095631, -86.095799, -86.094761, -86.097597, -86.096437, 
-86.10081, -86.101655, -86.111204, -86.111225, -86.111265, -86.111309, 39.730625, 39.730736, 39.734284, 39.734342, 39.73414, 39.73142, 39.730144, 39.732589, 39.729803, 39.730562, 39.730769, 39.726711, 39.72401, 39.723972, 39.720812, 39.712637, 39.709845, 39.709629, 39.710796, 39.708137, 39.70506, 39.703733, 39.70421, 39.704369, 39.703554, 39.694587, 39.694412, 39.69431, 39.694306, 39.695399, 39.695359, 39.698002, 39.698063, 39.698083, 39.700717, 39.701593, 39.703899, 39.703893, 39.70509, 39.705259, 
39.710008, 39.715288, 39.71606, 39.716072, 39.715947, 39.721439, 39.723281, 39.730625)))"
